"ENTREZID"	"GO"	"ONTOLOGY"	"GENENAME"	"GOTERM"	"external_gene_name"	"Description_Ensembl"	"UniprotAcc"	"gene_name"	"persistent_id"	"name_PC"	"id_PC"	"Uniprot_ID"	"PANTHER_SF_ID"	"PANTHER_Family_name"	"PANTHER_SF_name"	"Description_NCBI"	"ALIAS"	"log2FoldChange"	"padj"
NA	NA	NA	NA	NA	"BnaC04g31790D"	"BnaC04g31790D protein"	"A0A078H0A5"	NA	NA	NA	NA	"A0A078H0A5"	"PTHR31111:SF83"	"BNAA05G37150D PROTEIN-RELATED"	"F-BOX ASSOCIATED UBIQUITINATION EFFECTOR FAMILY PROTEIN-RELATED"	NA	NA	2.04954571560312	0.0290141961690987
NA	NA	NA	NA	NA	"BnaC05g03190D"	"Hexosyltransferase"	"A0A078IHS4"	NA	NA	NA	NA	"A0A078IHS4"	"PTHR11214:SF367"	"BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE"	"BETA-1,3-GALACTOSYLTRANSFERASE 2-RELATED"	NA	NA	2.05020932690655	1.58096509188879e-15
NA	NA	NA	NA	NA	"BnaA09g20700D"	"BnaA09g20700D protein"	"A0A078FV72"	NA	NA	NA	NA	"A0A078FV72"	"PTHR33709:SF17"	"OSJNBA0035M09.9 PROTEIN"	"UBIQUITIN-SPECIFIC PROTEASE FAMILY C19-RELATED PROTEIN"	NA	NA	2.05042195541733	0.0188036557162422
NA	NA	NA	NA	NA	"BnaA02g14680D"	"BnaA02g14680D protein"	"A0A078IH96"	NA	NA	NA	NA	"A0A078IH96"	"PTHR48055:SF13"	"LEUCINE-RICH REPEAT RECEPTOR PROTEIN KINASE EMS1"	"LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE RPK1-RELATED"	NA	NA	2.05050024694362	1.3516348841286e-05
NA	NA	NA	NA	NA	"BnaC03g11570D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05055906301173	7.9904436160922e-07
NA	NA	NA	NA	NA	"BnaA09g53090D"	"BnaA09g53090D protein"	"A0A078IV95"	NA	NA	NA	NA	"A0A078IV95"	"PTHR43689:SF25"	"HYDROLASE"	"LYSOPHOSPHOLIPASE BODYGUARD 1-RELATED"	NA	NA	2.05185343349363	0.00216841941892753
NA	NA	NA	NA	NA	"BnaA05g01490D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05257048635682	9.20958024564211e-11
NA	NA	NA	NA	NA	"BnaAnng39990D"	"Flavin-containing monooxygenase"	"A0A078K2U1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05410850522544	0.0111749077316248
NA	NA	NA	NA	NA	"BnaA01g02620D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05417382854403	0.000254605764730091
NA	NA	NA	NA	NA	"BnaA03g58940D"	"BnaA03g58940D protein"	"A0A078IQM1"	NA	NA	NA	NA	"A0A078IQM1"	"PTHR11909:SF457"	"CASEIN KINASE-RELATED"	"CASEIN KINASE 1-LIKE PROTEIN 6"	NA	NA	2.0546977352201	1.08866065443067e-15
NA	NA	NA	NA	NA	"BnaA06g39390D"	"Non-specific serine/threonine protein kinase"	"A0A078JVT6"	NA	NA	NA	NA	"A0A078JVT6"	"PTHR43895:SF32"	"CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE-RELATED"	"CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 25"	NA	NA	2.0594939202164	0.0203878580829962
NA	NA	NA	NA	NA	"BnaC05g44700D"	"BnaC05g44700D protein"	"A0A078GTW3"	NA	NA	NA	NA	"A0A078GTW3"	"PTHR10527:SF1"	"IMPORTIN BETA"	"IMPORTIN SUBUNIT BETA-1"	NA	NA	2.05964635608038	7.75115827326521e-05
NA	NA	NA	NA	NA	"BnaC02g18590D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05972655758409	4.59605376507839e-06
NA	NA	NA	NA	NA	"BnaCnng56000D"	"BnaCnng56000D protein (Fragment)"	"A0A078JQN0"	NA	NA	NA	NA	"A0A078JQN0"	"PTHR45968:SF32"	"OSJNBA0019K04.7 PROTEIN"	"BNACNNG55990D PROTEIN"	NA	NA	2.05978643954458	0.0144250005849184
NA	NA	NA	NA	NA	"BnaC08g26700D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06045668720167	3.73784420668834e-06
NA	NA	NA	NA	NA	"BnaAnng23690D"	"BnaAnng23690D protein"	"A0A078JMZ8"	NA	NA	NA	NA	"A0A078JMZ8"	"PTHR24356:SF412"	"SERINE/THREONINE-PROTEIN KINASE"	"BNACNNG54240D PROTEIN"	NA	NA	2.06062032868625	8.29550957730464e-10
NA	NA	NA	NA	NA	"BnaA08g21940D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06164977165191	3.09126459843878e-05
NA	NA	NA	NA	NA	"BnaA03g55280D"	"BnaA03g55280D protein"	"A0A078IRS2"	NA	NA	NA	NA	"A0A078IRS2"	"PTHR31241:SF37"	"DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 2C"	"DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 2A-RELATED"	NA	NA	3.35611948535681	0.00259991598757163
NA	NA	NA	NA	NA	"BnaA04g05540D"	"BnaA04g05540D protein"	"A0A078G9V2"	NA	NA	NA	NA	"A0A078G9V2"	"PTHR48041:SF42"	"ABC TRANSPORTER G FAMILY MEMBER 28"	"ABC TRANSPORTER G FAMILY MEMBER 27"	NA	NA	2.06330477240553	0.00339423857679463
NA	NA	NA	NA	NA	"BnaA02g01040D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35782657371184	2.70552828830685e-12
NA	NA	NA	NA	NA	"BnaAnng36200D"	"BnaAnng36200D protein"	"A0A078JZW2"	NA	NA	NA	NA	"A0A078JZW2"	"PTHR10015:SF419"	"HEAT SHOCK TRANSCRIPTION FACTOR"	"HSF_DOMAIN DOMAIN-CONTAINING PROTEIN"	NA	NA	2.06447865285683	0.00226252790949456
NA	NA	NA	NA	NA	"BnaC03g59630D"	"BnaC03g59630D protein"	"A0A078FGG0"	NA	NA	NA	NA	"A0A078FGG0"	"PTHR31471:SF49"	"OS02G0116800 PROTEIN"	"REMORIN FAMILY PROTEIN"	NA	NA	2.06527860885029	0.00702140310150398
NA	NA	NA	NA	NA	"BnaC07g46850D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06545198165982	2.04788286836379e-07
NA	NA	NA	NA	NA	"BnaC07g11310D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06728201185452	4.23365284434795e-07
NA	NA	NA	NA	NA	"BnaC03g13350D"	"BnaC03g13350D protein"	"A0A078FG20"	NA	NA	NA	NA	"A0A078FG20"	"PTHR27007:SF233"	"FAMILY NOT NAMED"	"BNAC03G13350D PROTEIN"	NA	NA	2.06890875013574	6.71447765659672e-05
NA	NA	NA	NA	NA	"BnaC03g31400D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07174884027055	1.61106566832568e-30
NA	NA	NA	NA	NA	"BnaC09g06370D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.36783276890587	0.000914473989505872
NA	NA	NA	NA	NA	"BnaC03g21680D"	"BnaC03g21680D protein"	"A0A078FNH8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07332961949344	0.0191144019783839
NA	NA	NA	NA	NA	"BnaA01g23870D"	"BnaA01g23870D protein"	"A0A078FYR2"	NA	NA	NA	NA	"A0A078FYR2"	"PTHR24281:SF181"	"STEROID 21-HYDROXYLASE-RELATED"	"CYTOCHROME P450 89A2-LIKE"	NA	NA	2.07434136061853	0.00544392341708791
NA	NA	NA	NA	NA	"BnaCnng64490D"	"BnaCnng64490D protein"	"A0A078JPW7"	NA	NA	NA	NA	"A0A078JPW7"	"PTHR24326:SF614"	"HOMEOBOX-LEUCINE ZIPPER PROTEIN"	"HOMEOBOX DOMAIN-CONTAINING PROTEIN"	NA	NA	2.07547549488045	0.000413673359175493
NA	NA	NA	NA	NA	"BnaCnng76050D"	"BnaCnng76050D protein"	"A0A078K2S7"	NA	NA	NA	NA	"A0A078K2S7"	"PTHR47999:SF25"	"TRANSCRIPTION FACTOR MYB8-RELATED-RELATED"	"TRANSCRIPTION FACTOR MYB7"	NA	NA	2.07642555737779	0.000181976658146162
NA	NA	NA	NA	NA	"BnaC03g60130D"	"BnaC03g60130D protein"	"A0A078FGL2"	NA	NA	NA	NA	"A0A078FGL2"	"PTHR13593:SF113"	"UNCHARACTERIZED"	"FI02810P"	NA	NA	2.07687377289167	0.00214078069834378
NA	NA	NA	NA	NA	"BnaA06g39650D"	"BnaA06g39650D protein"	"A0A078JL15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07714597502941	0.0269675487959497
NA	NA	NA	NA	NA	"BnaCnng74800D"	"BnaCnng74800D protein"	"A0A078K259"	NA	NA	NA	NA	"A0A078K259"	"PTHR24281:SF212"	"STEROID 21-HYDROXYLASE-RELATED"	"CYTOCHROME P450 81E8-LIKE"	NA	NA	3.38631401631909	0.00593448738832057
NA	NA	NA	NA	NA	"BnaC05g43040D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07915699400057	0.0468505974870302
NA	NA	NA	NA	NA	"BnaCnng78440D"	"BnaCnng78440D protein"	"A0A078K1E7"	NA	NA	NA	NA	"A0A078K1E7"	"PTHR45811:SF48"	"COPPER TRANSPORT PROTEIN FAMILY-RELATED"	"HMA DOMAIN-CONTAINING PROTEIN"	NA	NA	3.39277733645849	0.00175247372314355
NA	NA	NA	NA	NA	"BnaA06g37930D"	"BnaA06g37930D protein"	"A0A078JB28"	NA	NA	NA	NA	"A0A078JB28"	"PTHR22835:SF275"	"ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN"	"OS01G0331100 PROTEIN"	NA	NA	2.08405011045229	0.0189870825664253
NA	NA	NA	NA	NA	"BnaC06g38680D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08540447656527	0.00602504254738103
NA	NA	NA	NA	NA	"BnaC09g44050D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08603824946316	2.83065237559886e-14
NA	NA	NA	NA	NA	"BnaA08g18120D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08650060002884	5.79692682659738e-11
NA	NA	NA	NA	NA	"BnaA10g29820D"	"BnaA10g29820D protein"	"A0A078JKS5"	NA	NA	NA	NA	"A0A078JKS5"	"PTHR12385:SF93"	"CHOLINE TRANSPORTER-LIKE (SLC FAMILY 44)"	"PLASMA-MEMBRANE CHOLINE TRANSPORTER FAMILY PROTEIN"	NA	NA	2.08768491522644	6.0392871248447e-06
NA	NA	NA	NA	NA	"BnaC09g17940D"	"BnaC09g17940D protein"	"A0A078HJG5"	NA	NA	NA	NA	"A0A078HJG5"	"PTHR32077:SF54"	"FASCICLIN-LIKE ARABINOGALACTAN PROTEIN"	"FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 13-RELATED"	NA	NA	3.40051322851933	0.047060192800377
NA	NA	NA	NA	NA	"BnaCnng36000D"	"AT-hook motif nuclear-localized protein"	"A0A078J8X1"	NA	NA	NA	NA	"A0A078J8X1"	"PTHR31100:SF14"	"AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 15"	"AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 15"	NA	NA	2.0893886616668	0.0172607292358425
NA	NA	NA	NA	NA	"BnaC08g36260D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09030366262001	0.00782618891538609
NA	NA	NA	NA	NA	"BnaA07g28790D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09038943239396	0.00292451136205338
NA	NA	NA	NA	NA	"BnaA03g52650D"	"BnaA03g52650D protein"	"A0A078IA84"	NA	NA	NA	NA	"A0A078IA84"	"PTHR34965:SF1"	"OS07G0118300 PROTEIN"	"OS07G0118300 PROTEIN"	NA	NA	2.09047170403935	8.03123943691798e-05
NA	NA	NA	NA	NA	"BnaC08g44100D"	"BnaC08g44100D protein"	"A0A078F9M3"	NA	NA	NA	NA	"A0A078F9M3"	"PTHR45654:SF64"	"HOMEOBOX-LEUCINE ZIPPER PROTEIN MERISTEM L1"	"BNAC08G44100D PROTEIN"	NA	NA	2.09080988943273	0.000208681817219186
NA	NA	NA	NA	NA	"BnaA05g19780D"	"BnaA05g19780D protein"	"A0A078FZ05"	NA	NA	NA	NA	"A0A078FZ05"	"PTHR24096:SF387"	"LONG-CHAIN-FATTY-ACID--COA LIGASE"	"BNAUNNG04240D PROTEIN"	NA	NA	2.09319074596345	4.20360778213696e-05
NA	NA	NA	NA	NA	"BnaC04g25130D"	"BnaC04g25130D protein"	"A0A078I2I0"	NA	NA	NA	NA	"A0A078I2I0"	"PTHR48008:SF6"	"LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE IMK3-RELATED"	"LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE IMK3-RELATED"	NA	NA	2.09344671994058	0.000232828355420023
NA	NA	NA	NA	NA	"BnaC07g36720D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09361150408635	0.0116017962196429
NA	NA	NA	NA	NA	"BnaA06g35610D"	"BnaA06g35610D protein"	"A0A078H7U9"	NA	NA	NA	NA	"A0A078H7U9"	"PTHR46057:SF50"	"FCS-LIKE ZINC FINGER 1-RELATED"	"FLZ-TYPE DOMAIN-CONTAINING PROTEIN"	NA	NA	2.09654113732994	0.00209653468340192
NA	NA	NA	NA	NA	"BnaAnng16700D"	"BnaAnng16700D protein"	"A0A078J929"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.46982635263608	0.000594446768789729
NA	NA	NA	NA	NA	"BnaA02g07350D"	"BnaA02g07350D protein"	"A0A078H754"	NA	NA	NA	NA	"A0A078H754"	"PTHR44329:SF181"	"SERINE/THREONINE-PROTEIN KINASE TNNI3K-RELATED"	"PROTEIN KINASE DOMAIN-CONTAINING PROTEIN"	NA	NA	2.09750054543934	0.0147573770367327
NA	NA	NA	NA	NA	"BnaA06g22570D"	"BnaA06g22570D protein"	"A0A078HVX4"	NA	NA	NA	NA	"A0A078HVX4"	"PTHR46287:SF7"	"BTB/POZ AND TAZ DOMAIN-CONTAINING PROTEIN 3-RELATED"	"BTB/POZ AND TAZ DOMAIN-CONTAINING PROTEIN 1"	NA	NA	2.09949555701979	5.10897449658603e-05
NA	NA	NA	NA	NA	"BnaAnng38230D"	"BnaAnng38230D protein"	"A0A078JVK7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.41400492667708	1.02478713955324e-09
NA	NA	NA	NA	NA	"BnaC05g31450D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10031756009416	0.000118593605377615
NA	NA	NA	NA	NA	"BnaA03g43910D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10123441035375	1.0049249629966e-10
NA	NA	NA	NA	NA	"BnaC05g01110D"	"BnaC05g01110D protein"	"A0A078FQU0"	NA	NA	NA	NA	"A0A078FQU0"	"PTHR45855:SF32"	"TRANSCRIPTION FACTOR PIF1-RELATED"	"BHLH DOMAIN-CONTAINING PROTEIN"	NA	NA	3.41640763335063	0.0301822804459788
NA	NA	NA	NA	NA	"BnaC02g26420D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10404904200884	2.31902066142529e-06
NA	NA	NA	NA	NA	"BnaC09g16200D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10405167276809	0.00943549231566455
NA	NA	NA	NA	NA	"BnaA06g07220D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.42162918073693	0.0126579979731213
NA	NA	NA	NA	NA	"BnaC07g13400D"	"BnaC07g13400D protein"	"A0A078FDP3"	NA	NA	NA	NA	"A0A078FDP3"	"PTHR31194:SF142"	"SHN  SHINE , DNA BINDING / TRANSCRIPTION FACTOR"	"ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF069"	NA	NA	2.10616900992768	0.0021517048295393
NA	NA	NA	NA	NA	"BnaA09g42080D"	"BnaA09g42080D protein"	"A0A078I9P1"	NA	NA	NA	NA	"A0A078I9P1"	"PTHR27003:SF398"	"OS07G0166700 PROTEIN"	"PROTEIN KINASE DOMAIN-CONTAINING PROTEIN"	NA	NA	2.10779455537591	0.000839171497861834
NA	NA	NA	NA	NA	"BnaC06g33830D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10787085846898	0.000713339927854264
NA	NA	NA	NA	NA	"BnaA06g07630D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10787944132101	2.16052197507109e-05
NA	NA	NA	NA	NA	"BnaC02g22320D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10884860822498	2.43294417532786e-05
NA	NA	NA	NA	NA	"BnaC04g56750D"	"BnaC04g56750D protein"	"A0A078JC04"	NA	NA	NA	NA	"A0A078JC04"	"PTHR34795:SF5"	"NEMATODE RESISTANCE PROTEIN-LIKE HSPRO1"	"BNAC04G56750D PROTEIN"	NA	NA	2.10934157391212	0.0012598620899307
NA	NA	NA	NA	NA	"BnaA10g09720D"	"BnaA10g09720D protein"	"A0A078FYA8"	NA	NA	NA	NA	"A0A078FYA8"	"PTHR24414:SF165"	"F-BOX/KELCH-REPEAT PROTEIN SKIP4"	"F-BOX DOMAIN-CONTAINING PROTEIN"	NA	NA	2.11063943988655	0.00136336607765435
NA	NA	NA	NA	NA	"BnaC03g20510D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11125009645805	1.0066418747818e-13
NA	NA	NA	NA	NA	"BnaC01g03870D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11137569278074	0.0410735042375789
NA	NA	NA	NA	NA	"BnaA09g20050D"	"BnaA09g20050D protein"	"A0A078FUZ0"	NA	NA	NA	NA	"A0A078FUZ0"	"PTHR12741:SF102"	"LYST-INTERACTING PROTEIN LIP5  DOPAMINE RESPONSIVE PROTEIN DRG-1"	"CALLOSE SYNTHASE 11"	NA	NA	2.1123151998184	9.84961501758714e-07
NA	NA	NA	NA	NA	"BnaCnng39630D"	"BnaCnng39630D protein"	"A0A078JAB2"	NA	NA	NA	NA	"A0A078JAB2"	"PTHR48100:SF37"	"BROAD-SPECIFICITY PHOSPHATASE YOR283W-RELATED"	"PHOSPHOGLYCERATE MUTASE FAMILY PROTEIN"	NA	NA	2.11351480599792	0.00801708085824923
NA	NA	NA	NA	NA	"BnaA08g20470D"	"BnaA08g20470D protein"	"A0A078HS52"	NA	NA	NA	NA	"A0A078HS52"	"PTHR31375:SF205"	"FAMILY NOT NAMED"	"BNAA08G20470D PROTEIN"	NA	NA	2.11450161138461	0.0364446377713319
NA	NA	NA	NA	NA	"BnaC09g53070D"	"BnaC09g53070D protein"	"A0A078JTK9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47043246089492	0.0175017249763292
NA	NA	NA	NA	NA	"BnaA04g21400D"	"BnaA04g21400D protein"	"A0A078G0C9"	NA	NA	NA	NA	"A0A078G0C9"	"PTHR47970:SF12"	"KINESIN-LIKE PROTEIN KIF11"	"KINESIN FAMILY MEMBER 11"	NA	NA	2.11794952145861	1.34839193023265e-08
NA	NA	NA	NA	NA	"BnaA06g39810D"	"BnaA06g39810D protein"	"A0A078IMQ0"	NA	NA	NA	NA	"A0A078IMQ0"	"PTHR48019:SF165"	"SERUM RESPONSE FACTOR HOMOLOG"	"BNACNNG36870D PROTEIN"	NA	NA	2.11931610561496	0.000559821263665268
NA	NA	NA	NA	NA	"BnaA04g10310D"	"BnaA04g10310D protein"	"A0A078HXM2"	NA	NA	NA	NA	"A0A078HXM2"	"PTHR33142:SF40"	"CYCLIN-DEPENDENT PROTEIN KINASE INHIBITOR SMR13"	"CYCLIN-DEPENDENT PROTEIN KINASE INHIBITOR SMR6"	NA	NA	2.11978445347115	0.0287509337478881
NA	NA	NA	NA	NA	"BnaC07g33400D"	"BnaC07g33400D protein"	"A0A078F8Q1"	NA	NA	NA	NA	"A0A078F8Q1"	"PTHR13994:SF37"	"NUDIX HYDROLASE RELATED"	"NUDIX HYDROLASE DOMAIN-CONTAINING PROTEIN"	NA	NA	2.12109324789576	1.57897571018054e-09
NA	NA	NA	NA	NA	"BnaC06g30310D"	"BnaC06g30310D protein"	"A0A078HPA7"	NA	NA	NA	NA	"A0A078HPA7"	"PTHR45693:SF1"	"TRANSCRIPTION FACTOR TGA9"	"TRANSCRIPTION FACTOR PERIANTHIA"	NA	NA	2.12634188974002	0.00516576179284233
NA	NA	NA	NA	NA	"BnaC02g08680D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12742627659148	0.0034344527224744
NA	NA	NA	NA	NA	"BnaC08g44320D"	"BnaC08g44320D protein"	"A0A078FAI4"	NA	NA	NA	NA	"A0A078FAI4"	"PTHR31083:SF45"	"UPSTREAM OF FLC PROTEIN (DUF966)"	"BNAC08G44320D PROTEIN"	NA	NA	2.13028577157984	0.00933980314484195
NA	NA	NA	NA	NA	"BnaA03g05200D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13348104064047	0.0192218055523265
NA	NA	NA	NA	NA	"BnaA06g21360D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13432939817865	4.29892251077029e-08
NA	NA	NA	NA	NA	"BnaC04g25120D"	"BnaC04g25120D protein"	"A0A078I161"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.45426713754195	0.0383366088276602
NA	NA	NA	NA	NA	"BnaC01g44010D"	"BnaC01g44010D protein (Fragment)"	"A0A078JWF5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13725808117225	0.0188346784696071
NA	NA	NA	NA	NA	"BnaC05g26410D"	"BnaC05g26410D protein"	"A0A078G5V4"	NA	NA	NA	NA	"A0A078G5V4"	"PTHR23315:SF64"	"U BOX DOMAIN-CONTAINING"	"ARM REPEAT SUPERFAMILY PROTEIN"	NA	NA	2.13754746811686	1.64559500051536e-07
NA	NA	NA	NA	NA	"BnaA08g21040D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4579127469609	0.000519800932921955
NA	NA	NA	NA	NA	"BnaA09g13800D"	"BnaA09g13800D protein"	"A0A078FIS7"	NA	NA	NA	NA	"A0A078FIS7"	"PTHR33098:SF109"	"COTTON FIBER (DUF761)"	"COTTON FIBER (DUF761)"	NA	NA	2.13830248905115	0.0170564537643829
NA	NA	NA	NA	NA	"BnaA10g23750D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13850882407546	2.90742407902847e-06
NA	NA	NA	NA	NA	"snoR14"	"Small nucleolar RNA snoR14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.46933921046678	0.0344106907490583
NA	NA	NA	NA	NA	"BnaC03g68780D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14017894394742	0.013231969808797
NA	NA	NA	NA	NA	"BnaCnng56300D"	"BnaCnng56300D protein (Fragment)"	"A0A078JJT7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14128329520661	0.0247139536857759
NA	NA	NA	NA	NA	"BnaCnng25180D"	"BnaCnng25180D protein"	"A0A078IVK7"	NA	NA	NA	NA	"A0A078IVK7"	"PTHR23272:SF123"	"BED FINGER-RELATED"	"AC9 TRANSPOSASE-RELATED"	NA	NA	2.14132772901808	0.0421760140450258
NA	NA	NA	NA	NA	"BnaA06g32280D"	"BnaA06g32280D protein"	"A0A078FGZ4"	NA	NA	NA	NA	"A0A078FGZ4"	"PTHR48006:SF29"	"LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED"	"NON-SPECIFIC SERINE/THREONINE PROTEIN KINASE"	NA	NA	2.95608855377841	0.00746131194547828
NA	NA	NA	NA	NA	"BnaUnng02790D"	"BnaUnng02790D protein"	"A0A078JRD3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14262468081874	0.0285544993014504
NA	NA	NA	NA	NA	"BnaA05g29170D"	"Laccase"	"A0A078I5C9"	NA	NA	NA	NA	"A0A078I5C9"	"PTHR11709:SF9"	"MULTI-COPPER OXIDASE"	"LACCASE-7"	NA	NA	2.14289172195981	0.0243584108041366
NA	NA	NA	NA	NA	"BnaC08g04240D"	"BnaC08g04240D protein"	"A0A078FTD5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14298807990547	0.000152353113653881
NA	NA	NA	NA	NA	"BnaC03g03950D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.48617074148064	0.036953247329539
NA	NA	NA	NA	NA	"BnaC08g02910D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14353689531095	4.51941415995005e-08
NA	NA	NA	NA	NA	"BnaA03g19980D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14393863936089	8.15873746370651e-06
NA	NA	NA	NA	NA	"BnaA08g15770D"	"BnaA08g15770D protein"	"A0A078I3A1"	NA	NA	NA	NA	"A0A078I3A1"	"PTHR33285:SF42"	"PHYTOSULFOKINES 3"	"PHYTOSULFOKINES 4-RELATED"	NA	NA	2.14397277210329	9.67308929361202e-09
NA	NA	NA	NA	NA	"BnaC07g17850D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1448463671624	0.000513953226888096
NA	NA	NA	NA	NA	"BnaCnng19630D"	"BnaCnng19630D protein"	"A0A078IN08"	NA	NA	NA	NA	"A0A078IN08"	"PTHR33124:SF96"	"TRANSCRIPTION FACTOR IBH1-LIKE 1"	"BNACNNG19630D PROTEIN"	NA	NA	2.14526364643062	0.0129995550692062
NA	NA	NA	NA	NA	"BnaA09g42410D"	"BnaA09g42410D protein"	"A0A078FLD8"	NA	NA	NA	NA	"A0A078FLD8"	"PTHR33668:SF1"	"PROTEIN BRICK1"	"PROTEIN BRICK1"	NA	NA	2.14575452647005	0.000565456384409343
NA	NA	NA	NA	NA	"BnaC02g45640D"	"BnaC02g45640D protein"	"A0A078IMG9"	NA	NA	NA	NA	"A0A078IMG9"	"PTHR31444:SF38"	"OS11G0490100 PROTEIN"	"POLYSACC_SYNT_4 DOMAIN-CONTAINING PROTEIN"	NA	NA	2.14720414225904	0.020796070582495
NA	NA	NA	NA	NA	"BnaA10g30240D"	"BnaA10g30240D protein"	"A0A078JDZ3"	NA	NA	NA	NA	"A0A078JDZ3"	"PTHR13117:SF5"	"ENDOPLASMIC RETICULUM MULTISPAN TRANSMEMBRANE PROTEIN-RELATED"	"PROTEIN RFT1 HOMOLOG"	NA	NA	2.14776406520963	4.27782481133304e-10
NA	NA	NA	NA	NA	"BnaA07g32480D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14885606866294	0.0460082935927316
NA	NA	NA	NA	NA	"BnaA06g14420D"	"BnaA06g14420D protein"	"A0A078GY83"	NA	NA	NA	NA	"A0A078GY83"	"PTHR31374:SF293"	"AUXIN-INDUCED PROTEIN-LIKE-RELATED"	"BNAC05G15800D PROTEIN"	NA	NA	2.14956463978328	0.0134981265613098
