external_gene_name	Description_Ensembl	UniprotAcc
BnaC03g50020D		NA
BnaC03g51140D		NA
BnaC03g49850D		NA
BnaC03g51620D		NA
BnaC03g50370D		NA
BnaC03g50780D		NA
BnaC03g50330D		NA
BnaC03g50440D		NA
BnaC03g51510D		NA
BnaC03g51070D		NA
BnaC03g50910D		NA
BnaC03g50680D	Pyruvate kinase	A0A078HW05
BnaC03g51310D		NA
BnaC03g51300D		NA
BnaC03g50850D		NA
BnaC03g49740D		NA
BnaC03g51230D		NA
BnaC03g50150D	NAC transcription factor 103	A0A078D5T2
BnaC03g50710D		NA
BnaC03g50070D		NA
BnaC03g50140D		NA
BnaC03g49900D		NA
BnaC03g49670D		NA
BnaC03g50030D		NA
BnaC03g50490D		NA
BnaC03g50690D		NA
BnaC03g51520D		NA
BnaC03g51600D		NA
BnaC03g50280D		NA
BnaC03g49780D	KH domain-containing protein HEN4	F4KDN0
BnaC03g50740D		NA
BnaC03g51020D		NA
BnaC03g49910D		NA
BnaC03g50000D		NA
BnaC03g51540D		NA
BnaC03g49750D		NA
BnaC03g50270D		NA
BnaC03g50860D		NA
BnaC03g49720D		NA
BnaC03g51040D		NA
BnaC03g50480D		NA
BnaC03g49810D		NA
BnaC03g51120D		NA
BnaC03g50380D		NA
BnaC03g51380D		NA
BnaC03g51420D		NA
BnaC03g50640D		NA
BnaC03g50360D		NA
BnaC03g50970D		NA
BnaC03g51170D	BnaA01g37060D protein	A0A078DAL1
BnaC03g49990D		NA
BnaC03g50290D		NA
BnaC03g49820D		NA
BnaC03g51390D		NA
BnaC03g51370D		NA
BnaC03g50460D		NA
BnaC03g50300D		NA
BnaC03g50820D		NA
BnaC03g49920D		NA
BnaC03g50510D		NA
BnaC03g51530D		NA
BnaC03g49930D		NA
BnaC03g49580D		NA
BnaC03g50540D		NA
BnaC03g51280D		NA
BnaC03g50410D		NA
BnaC03g51060D		NA
BnaC03g50170D		NA
BnaC03g50980D		NA
BnaC03g51150D		NA
BnaC03g50050D		NA
BnaC03g49980D		NA
BnaC03g51050D		NA
BnaC03g51330D		NA
BnaC03g50750D		NA
BnaC03g51490D		NA
BnaC03g51560D		NA
BnaC03g51270D		NA
BnaC03g50610D		NA
BnaC03g51480D		NA
BnaC03g51580D		NA
BnaC03g51180D		NA
BnaC03g50670D		NA
BnaC03g51100D		NA
BnaC03g51000D		NA
BnaC03g49970D	Serine/arginine-rich splicing factor SC35	Q9FMG4
BnaC03g49760D		NA
BnaC03g51260D		NA
BnaC03g51290D		NA
BnaC03g51400D		NA
BnaC03g50260D		NA
BnaC03g50250D		NA
BnaC03g50420D		NA
BnaC03g50040D		NA
BnaC03g50130D		NA
BnaC03g50390D		NA
BnaC03g50960D		NA
BnaC03g50620D		NA
BnaC03g50190D		NA
BnaC03g49830D		NA
BnaC03g50990D		NA
BnaC03g50890D		NA
BnaC03g49880D		NA
BnaC03g49860D		NA
BnaC03g50810D		NA
BnaC03g49840D		NA
BnaC03g50840D		NA
BnaC03g49730D		NA
BnaC03g51570D		NA
BnaC03g51080D		NA
BnaC03g50520D		NA
BnaC03g50350D		NA
BnaC03g50880D		NA
BnaC03g49700D		NA
BnaC03g50210D		NA
BnaC03g49790D		NA
BnaC03g49620D		NA
BnaC03g51090D		NA
BnaC03g50900D		NA
BnaC03g50720D		NA
BnaC03g50790D		NA
BnaC03g50180D		NA
BnaC03g50530D		NA
BnaC03g50200D		NA
BnaC03g51250D		NA
BnaC03g50630D		NA
BnaC03g50400D		NA
BnaC03g51630D		NA
BnaC03g51360D		NA
BnaC03g51320D		NA
BnaC03g51550D	Tubulin beta-2 chain	Q56YW9
BnaC03g50430D		NA
BnaC03g49710D		NA
BnaC03g50560D		NA
BnaC03g51430D		NA
BnaC03g50110D		NA
BnaC03g50580D		NA
BnaC03g49590D		NA
BnaC03g49890D		NA
BnaC03g50660D		NA
BnaC03g50550D		NA
BnaC03g49680D		NA
BnaC03g51210D		NA
BnaC03g51240D		NA
BnaC03g50010D		NA
BnaC03g51160D		NA
BnaC03g49640D		NA
BnaC03g49650D		NA
BnaC03g49800D		NA
BnaC03g51130D		NA
BnaC03g49770D		NA
BnaC03g50340D		NA
BnaC03g49610D		NA
BnaC03g50650D		NA
BnaC03g50450D		NA
BnaC03g49630D		NA
BnaC03g50800D		NA
BnaC03g51200D		NA
BnaC03g50100D		NA
BnaC03g51410D		NA
BnaC03g50310D		NA
BnaC03g50220D		NA
BnaC03g51500D		NA
BnaC03g49660D		NA
BnaC03g50600D		NA
BnaC03g50700D		NA
BnaC03g50940D		NA
BnaC03g51440D		NA
BnaC03g49570D		NA
BnaC03g50320D		NA
BnaC03g51470D		NA
BnaC03g50230D		NA
BnaC03g51110D		NA
BnaC03g50920D		NA
BnaC03g50240D		NA
BnaC03g50160D		NA
BnaC03g51220D		NA
BnaC03g50590D		NA
BnaC03g51010D		NA
BnaC03g51030D		NA
BnaC03g50470D		NA
BnaC03g51190D		NA
BnaC03g49600D		NA
BnaC03g50730D		NA
BnaC03g51590D		NA
BnaC03g50060D		NA
BnaC03g51460D		NA
BnaC03g50570D		NA
BnaC03g50760D		NA
BnaC03g51450D		NA
BnaC03g50930D		NA
BnaC03g49950D		NA
BnaC03g49560D		NA
BnaC03g50500D		NA
BnaC03g50770D		NA
BnaC03g51340D		NA
BnaC03g50950D		NA
BnaC03g50830D		NA
BnaC03g50870D		NA
BnaC03g49960D		NA
BnaA03g59130D	BnaA03g59130D protein	A0A078JLH6
BnaA03g59140D	BnaA03g59140D protein	A0A078JMJ7
BnaAnng32200D	BnaAnng32200D protein	A0A078JT15
BnaAnng41310D	BnaAnng41310D protein	A0A078JXU8
BnaA04g23710D		NA
BnaA04g24030D		NA
BnaA04g23840D		NA
BnaA04g22820D		NA
BnaA04g22700D		NA
BnaA04g23040D		NA
BnaA04g22750D		NA
BnaA04g24360D		NA
BnaA04g23590D		NA
BnaA04g23410D		NA
BnaA04g23890D		NA
BnaA04g23570D		NA
BnaA04g22860D		NA
BnaA04g23760D	Protein ORGAN SIZE RELATED 1	Q8RWS1
BnaA04g23670D		NA
BnaA04g24010D		NA
BnaA04g22870D		NA
BnaA04g22590D		NA
BnaA04g23070D		NA
BnaA04g22510D		NA
BnaA04g22400D		NA
BnaA04g24240D		NA
BnaA04g23580D		NA
BnaA04g22390D		NA
BnaA04g23520D	BnaC04g47390D protein	A0A078F5M0
BnaA04g22720D		NA
BnaA04g23880D		NA
BnaA04g22770D		NA
BnaA04g22690D		NA
BnaA04g23010D	BnaC03g22120D protein	A0A078G4Y4
BnaA04g22660D		NA
BnaA04g23450D		NA
BnaA04g23770D		NA
BnaA04g22940D		NA
BnaA04g23260D		NA
BnaA04g23660D		NA
BnaA04g24140D		NA
BnaA04g23920D		NA
BnaA04g23380D		NA
BnaA04g22380D		NA
BnaA04g23830D		NA
BnaA04g23600D		NA
BnaA04g22760D		NA
BnaA04g23130D		NA
BnaA04g23080D		NA
BnaA04g23150D		NA
BnaA04g23750D	BnaC04g47530D protein	A0A078EXX2
BnaA04g22570D		NA
BnaA04g23400D		NA
BnaA04g23290D		NA
BnaA04g23640D		NA
BnaA04g24300D		NA
BnaA04g24060D		NA
BnaA04g24260D		NA
BnaA04g22920D		NA
BnaA04g23900D		NA
BnaA04g24230D		NA
BnaA04g22680D		NA
BnaA04g22900D		NA
BnaA04g23140D		NA
BnaA04g23460D		NA
BnaA04g23350D		NA
BnaA04g22430D		NA
BnaA04g23620D		NA
BnaA04g22790D		NA
BnaA04g24370D		NA
BnaA04g22530D		NA
BnaA04g23000D		NA
BnaA04g22600D		NA
BnaA04g23240D		NA
BnaA04g23420D		NA
BnaA04g23310D		NA
BnaA04g23720D		NA
BnaA04g23610D		NA
BnaA04g23280D		NA
BnaA04g23680D		NA
BnaA04g22370D		NA
BnaA04g23300D		NA
BnaA04g23390D		NA
BnaA04g23960D		NA
BnaA04g22800D		NA
BnaA04g24350D		NA
BnaA04g22970D		NA
BnaA04g22960D		NA
BnaA04g24200D		NA
BnaA04g23730D		NA
BnaA04g24150D		NA
BnaA04g23320D		NA
BnaA04g24180D		NA
BnaA04g22780D		NA
BnaA04g24170D		NA
BnaA04g23990D		NA
BnaA04g23470D		NA
BnaA04g24120D		NA
BnaA04g23100D		NA
BnaA04g24310D		NA
BnaA04g22460D		NA
BnaA04g23810D		NA
BnaA04g23120D		NA
BnaA04g22450D		NA
BnaA04g24330D		NA
BnaA04g23540D		NA
BnaA04g22550D		NA
BnaA04g24190D		NA
BnaA04g23980D		NA
BnaA04g23800D		NA
BnaA04g22470D		NA
BnaA04g23110D		NA
BnaA04g22670D		NA
BnaA04g24290D		NA
BnaA04g23330D		NA
BnaA04g22930D		NA
BnaA04g22950D		NA
BnaA04g23210D		NA
BnaA04g22620D		NA
BnaA04g22880D		NA
BnaA04g23950D		NA
BnaA04g23230D		NA
BnaA04g24000D		NA
BnaA04g23220D		NA
BnaA04g23340D		NA
BnaA04g23490D		NA
BnaA04g23930D		NA
BnaA04g23050D		NA
BnaA04g23530D		NA
BnaA04g23200D		NA
BnaA04g23190D		NA
BnaA04g23630D		NA
BnaA04g23250D		NA
BnaA04g22420D		NA
BnaA04g22810D	Delta-1-pyrroline-5-carboxylate synthase	A0A075M6L4
BnaA04g22560D		NA
BnaA04g24050D		NA
BnaA04g24340D		NA
BnaA04g24080D		NA
BnaA04g22410D		NA
BnaA04g23560D		NA
BnaA04g22650D		NA
BnaA04g24100D		NA
BnaA04g22730D		NA
BnaA04g23510D		NA
BnaA04g22840D		NA
BnaA04g23180D		NA
BnaA04g24160D		NA
BnaA04g24250D		NA
BnaA04g24280D		NA
BnaA04g23500D		NA
BnaA04g23860D		NA
BnaA04g24110D		NA
BnaA04g23700D		NA
BnaA04g24220D		NA
BnaA04g24020D		NA
BnaA04g23020D		NA
BnaA04g24210D	BnaC04g48000D protein	A0A078FR51
BnaA04g22640D		NA
BnaA04g24320D		NA
BnaA04g22490D		NA
BnaA04g24270D		NA
BnaA04g23430D		NA
BnaA04g23820D		NA
BnaA04g22850D		NA
BnaA04g24070D		NA
BnaA04g23850D		NA
BnaA04g23090D		NA
BnaA04g22500D		NA
BnaA04g22440D		NA
BnaA04g22980D		NA
BnaA04g22480D		NA
BnaA04g23550D		NA
BnaA04g23060D		NA
BnaA04g23690D		NA
BnaA04g23650D		NA
BnaA04g22890D		NA
BnaA04g22580D		NA
BnaA04g22830D		NA
BnaA04g22540D		NA
BnaA04g23940D		NA
BnaA04g22910D		NA
BnaA04g23360D		NA
BnaA04g24040D		NA
BnaA04g23910D		NA
BnaA04g22630D		NA
BnaA04g23270D		NA
BnaA04g22520D		NA
BnaA04g23160D		NA
BnaA04g23030D		NA
BnaA04g23740D		NA
BnaA04g23870D	BnaC04g47630D protein	A0A078FNP4
BnaA04g24090D		NA
BnaA04g23790D		NA
BnaA04g23480D		NA
BnaA04g22740D		NA
BnaA04g23440D		NA
BnaA04g24130D		NA
BnaA04g22990D		NA
BnaA04g23970D		NA
BnaA04g23780D		NA
BnaA04g23370D		NA
BnaA04g22610D		NA
BnaA04g22710D		NA
BnaA04g23170D		NA
BnaC01g44740D	BnaC01g44740D protein	A0A078JN27
BnaAnng32910D	BnaAnng32910D protein	A0A078JTN5
BnaA03g60730D	BnaA03g60730D protein	A0A078ID90
BnaA03g60720D	BnaA03g60720D protein	A0A078IAF1
BnaA03g60740D	BnaA03g60740D protein	A0A078ICM1
BnaAnng26700D	BnaAnng26700D protein (Fragment)	A0A078JNE2
BnaCnng69150D	BnaCnng69150D protein (Fragment)	A0A078JYM9
BnaAnng28600D	BnaAnng28600D protein	A0A078JR19
BnaAnng28610D	BnaAnng28610D protein	A0A078JTB4
BnaCnng49940D	BnaCnng49940D protein	A0A078JHP0
BnaCnng19000D	BnaCnng19000D protein	A0A078IK84
BnaCnng19050D	BnaCnng19050D protein	A0A078IK89
BnaCnng18970D	BnaCnng18970D protein	A0A078ILS9
BnaCnng19030D	BnaCnng19030D protein	A0A078IHA5
BnaCnng18980D	BnaCnng18980D protein	A0A078IHA1
BnaCnng18990D	BnaCnng18990D protein	A0A078IK07
BnaCnng19010D	BnaCnng19010D protein	A0A078IMR7
BnaCnng19040D	BnaCnng19040D protein	A0A078IK11
BnaCnng19020D	RING-type E3 ubiquitin transferase	A0A078ILT0
BnaCnng15270D	BnaCnng15270D protein	A0A078I9R0
BnaCnng15330D	BnaCnng15330D protein	A0A078ICU1
BnaCnng15320D	BnaCnng15320D protein	A0A078I9R5
BnaCnng15280D	BnaCnng15280D protein	A0A078ICT7
BnaCnng15300D	BnaCnng15300D protein	A0A078IEU1
BnaCnng15350D	BnaCnng15350D protein	A0A078IEU4
BnaCnng15360D	BnaCnng15360D protein	A0A078IEA2
BnaCnng15310D	BnaCnng15310D protein	A0A078IE98
BnaCnng15380D	BnaCnng15380D protein	A0A078ICU7
BnaCnng15370D	BnaCnng15370D protein	A0A078I9T0
BnaCnng15340D	BnaCnng15340D protein	A0A078IC41
BnaCnng15290D	BnaCnng15290D protein	A0A078IC36
BnaCnng64370D	BnaCnng64370D protein (Fragment)	A0A078JPU3
BnaUnng02510D	BnaUnng02510D protein	A0A078JJM7
BnaC01g41000D	BnaC01g41000D protein	A0A078JRG9
BnaC04g00160D	BnaC04g00160D protein	A0A078IUA1
BnaC04g00130D	BnaC04g00130D protein	A0A078IST8
BnaC04g00190D	BnaC04g00190D protein	A0A078ITA8
BnaC04g00180D	BnaC04g00180D protein	A0A078IST6
BnaC04g00170D	BnaC04g00170D protein	A0A078IVP2
BnaC04g00120D	BnaC04g00120D protein	A0A078IVQ7
BnaC04g00150D	BnaC04g00150D protein	A0A078IPP8
BnaC04g00010D	BnaC04g00010D protein	A0A078IUD8
BnaC04g00020D	BnaC04g00020D protein	A0A078IVR6
BnaC04g00040D	BnaC04g00040D protein	A0A078ITC7
BnaC04g00080D	BnaC04g00080D protein	A0A078IST9
BnaC04g00030D	BnaC04g00030D protein	A0A078ISU0
BnaC04g00090D	BnaC04g00090D protein	A0A078ITC5
BnaC04g00100D	BnaC04g00100D protein	A0A078IPR2
BnaC04g00060D	BnaC04g00060D protein	A0A078CVV1
BnaC04g00140D	BnaC04g00140D protein	A0A078ITB7
BnaC04g00200D	BnaC04g00200D protein	A0A078IPN5
BnaC04g00110D	BnaC04g00110D protein	A0A078IUC4
BnaC04g00070D	BnaC04g00070D protein	A0A078IVR1
BnaC04g00050D	BnaC04g00050D protein	A0A078IPR4
BnaA06g15420D	BnaA06g15420D protein	A0A078F548
BnaA06g16190D	BnaA06g16190D protein	A0A078F4V0
BnaA06g16120D	BnaA06g16120D protein	A0A078F514
BnaA06g15330D	BnaA06g15330D protein	A0A078F8W0
BnaA06g16340D	BnaA06g16340D protein	A0A078F4U2
BnaA06g15550D	BnaA06g15550D protein	A0A078F493
BnaA06g16580D	BnaA06g16580D protein	A0A078F8J6
BnaA06g15690D	BnaA06g15690D protein	A0A078F4Y3
BnaA06g16320D	BnaA06g16320D protein	A0A078F504
BnaA06g16070D	BnaA06g16070D protein	A0A078F516
BnaA06g15380D	BnaA06g15380D protein	A0A078F8V6
BnaA06g15730D	BnaA06g15730D protein	A0A078F8S1
BnaA06g15620D	BnaA06g15620D protein	A0A078F535
BnaA06g16400D	BnaA06g16400D protein	A0A078F428
BnaA06g16040D	BnaA06g16040D protein	A0A078F4W0
BnaA06g15840D	BnaA06g15840D protein	A0A078F4X3
BnaA06g16300D	BnaA06g16300D protein	A0A078EXI1
BnaA06g15910D	BnaA06g15910D protein	A0A078F0Z4
BnaA06g15970D	BnaA06g15970D protein	A0A078F520
BnaA06g15870D	BnaA06g15870D protein	A0A078F525
BnaA06g15510D	BnaA06g15510D protein	A0A078F122
BnaA06g16170D	Signal recognition particle 9 kDa protein	A0A078EY19
BnaA06g16010D	BnaA06g16010D protein	A0A078F0Y6
BnaA06g16470D	BnaA06g16470D protein	A0A078F4Z3
BnaA06g15490D	BnaA06g15490D protein	A0A078F4Z5
BnaA06g15350D	BnaA06g15350D protein	A0A078F4A3
BnaA06g15890D	BnaA06g15890D protein	A0A078F4X0
BnaA06g15290D	BnaA06g15290D protein	A0A078F506
BnaA06g15700D	BnaA06g15700D protein	A0A078F486
BnaA06g15410D	BnaA06g15410D protein	A0A078F132
BnaA06g16460D	BnaA06g16460D protein	A0A078F0V9
BnaA06g15530D	BnaA06g15530D protein	A0A078F8U2
BnaA06g16130D	BnaA06g16130D protein	A0A078F8N8
BnaA06g16150D	Peroxidase	A0A078F449
BnaA06g16230D	BnaA06g16230D protein	A0A078F8M8
BnaA06g16050D	BnaA06g16050D protein	A0A078F457
BnaA06g16530D	BnaA06g16530D protein	A0A078F8K1
BnaA06g15940D	BnaA06g15940D protein	A0A078F4W7
BnaA06g15790D	BnaA06g15790D protein	A0A078F4X7
BnaA06g15660D	BnaA06g15660D protein	A0A078F112
BnaA06g15570D	BnaA06g15570D protein	A0A078F539
BnaA06g15630D	BnaA06g15630D protein	A0A078F8T1
BnaA06g15340D	BnaA06g15340D protein	A0A078F503
BnaA06g16110D	BnaA06g16110D protein	A0A078F0X8
BnaA06g16380D	BnaA06g16380D protein	A0A078F8L4
BnaA06g16080D	BnaA06g16080D protein	A0A078F8P1
BnaA06g15810D	BnaA06g15810D protein	A0A078F101
BnaA06g15440D	BnaA06g15440D protein	A0A078F4Z8
BnaA06g16020D	BnaA06g16020D protein	A0A078F519
BnaA06g15930D	BnaA06g15930D protein	A0A078F8Q4
BnaA06g15320D	BnaA06g15320D protein	A0A078F554
BnaA06g16430D	BnaA06g16430D protein	A0A078F8K9
BnaA06g15310D	BnaA06g15310D protein	A0A078F139
BnaA06g15590D	BnaA06g15590D protein	A0A078F4Y8
BnaA06g16240D	BnaA06g16240D protein	A0A078F4U8
BnaA06g15820D	BnaA06g15820D protein	A0A078F527
BnaA06g15740D	BnaA06g15740D protein	A0A078F4X9
BnaA06g16420D	BnaA06g16420D protein	A0A078F4Z7
BnaA06g15390D	BnaA06g15390D protein	A0A078F501
BnaA06g15430D	BnaA06g15430D protein	A0A078F8V1
BnaA06g16260D	BnaA06g16260D protein	A0A078F0W8
BnaA06g15450D	Proteasome subunit beta type	A0A078EUM1
BnaA06g16030D	BnaA06g16030D protein	A0A078F8P6
BnaA06g16160D	Peroxidase	A0A078F0X3
BnaA06g16000D	BnaA06g16000D protein	A0A078F462
BnaA06g16390D	BnaA06g16390D protein	A0A078I3M9
BnaA06g15850D	BnaA06g15850D protein	A0A078F477
BnaA06g16510D	BnaA06g16510D protein	A0A078F0V5
BnaA06g16090D	Pectinesterase	A0A078F4V7
BnaA06g16200D	BnaA06g16200D protein	A0A078F444
BnaA06g15600D	BnaA06g15600D protein	A0A078F491
BnaA06g16370D	BnaA06g16370D protein	A0A078F502
BnaA06g15650D	Branched-chain-amino-acid aminotransferase	A0A078F488
BnaA06g16440D	BnaA06g16440D protein	A0A078F4T7
BnaA06g15710D	BnaA06g15710D protein	A0A078F107
BnaA06g15920D	BnaA06g15920D protein	A0A078F522
BnaA06g16500D	BnaA06g16500D protein	A0A078F419
BnaA06g15360D	BnaA06g15360D protein	A0A078F136
BnaA06g16410D	BnaA06g16410D protein	A0A078F0W1
BnaA06g16100D	BnaA06g16100D protein	A0A078F454
BnaA06g16270D	BnaA06g16270D protein	A0A078F508
BnaA06g15860D	BnaA06g15860D protein	A0A078F0Z7
BnaA06g15460D	BnaA06g15460D protein	A0A078F127
BnaA06g16060D	BnaA06g16060D protein	A0A078F0Y3
BnaA06g15950D	BnaA06g15950D protein	A0A078F468
BnaA06g15980D	BnaA06g15980D protein	A0A078F8Q0
BnaA06g15580D	BnaA06g15580D protein	A0A078F8T6
BnaA06g15400D	BnaA06g15400D protein	A0A078F4A0
BnaA06g15670D	BnaA06g15670D protein	A0A078F534
BnaA06g15800D	BnaA06g15800D protein	A0A078F480
BnaA06g15280D	BnaA06g15280D protein	A0A078F8W5
BnaA06g15370D	BnaA06g15370D protein	A0A078F552
BnaA06g16350D	BnaA06g16350D protein	A0A078F432
BnaA06g15640D	BnaA06g15640D protein	A0A078F4Y6
BnaA06g16220D	BnaA06g16220D protein	A0A078F510
BnaA06g15540D	BnaA06g15540D protein	A0A078F4Z2
BnaA06g16280D	BnaA06g16280D protein	A0A078F8M3
BnaA06g15760D	BnaA06g15760D protein	A0A078F104
BnaA06g15300D	BnaA06g15300D protein	A0A078F4A5
BnaA06g15520D	BnaA06g15520D protein	A0A078F542
BnaA06g16210D	BnaA06g16210D protein	A0A078F0X0
BnaA06g15470D	Kinesin-like protein	A0A078F544
BnaA06g15560D	BnaA06g15560D protein	A0A078F121
BnaA06g15720D	BnaA06g15720D protein	A0A078JG37
BnaA06g15900D	BnaA06g15900D protein	A0A078F472
BnaA06g15680D	BnaA06g15680D protein	A0A078F8S7
BnaA06g16250D	60S ribosomal protein L13	A0A078F439
BnaA06g16520D	BnaA06g16520D protein	A0A078F4Y9
BnaA06g15770D	BnaA06g15770D protein	A0A078F529
BnaA06g15480D	BnaA06g15480D protein	A0A078F8U7
BnaA06g16290D	BnaA06g16290D protein	A0A078F4U4
BnaA06g16570D	BnaA06g16570D protein	A0A078F4Y5
BnaA06g16560D	DNA-(apurinic or apyrimidinic site) lyase	A0A078F0V1
BnaA06g16310D	BnaA06g16310D protein	A0A078F0W5
BnaA06g16360D	BnaA06g16360D protein	A0A078GSF7
BnaA06g15880D	BnaA06g15880D protein	A0A078F8Q9
BnaA06g16540D	BnaA06g16540D protein	A0A078F4T2
BnaA06g15270D	BnaA06g15270D protein	A0A078F558
BnaA06g16450D	BnaA06g16450D protein	A0A078F423
BnaA06g15780D	BnaA06g15780D protein	A0A078F8R7
BnaA06g16330D	Bidirectional sugar transporter SWEET	A0A078F8L9
BnaA06g16550D	BnaA06g16550D protein	A0A078F414
BnaA06g16140D	BnaA06g16140D protein	A0A078F4V5
BnaA06g15750D	BnaA06g15750D protein	A0A078F483
BnaA06g16180D	BnaA06g16180D protein	A0A078F8N3
BnaA06g16490D	BnaA06g16490D protein	A0A078F4T5
BnaA06g15830D	BnaA06g15830D protein	A0A078F8R4
BnaA06g15990D	BnaA06g15990D protein	A0A078F4W4
BnaA06g15500D	Protein disulfide-isomerase	A0A078F495
BnaA06g16480D	BnaA06g16480D protein	A0A078F8K5
BnaA06g15610D	BnaA06g15610D protein	A0A078F117
BnaA06g15960D	BnaA06g15960D protein	A0A078F0Z0
BnaCnng60130D	BnaCnng60130D protein	A0A078JTE5
BnaCnng60120D	BnaCnng60120D protein	A0A078JSU3
BnaAnng29090D	BnaAnng29090D protein	A0A078JQC6
BnaCnng55420D	BnaCnng55420D protein	A0A078JPA4
BnaC05g49630D	BnaC05g49630D protein (Fragment)	A0A078JXW3
BnaCnng55860D	Ribulose bisphosphate carboxylase small chain	A0A078JQI2
BnaAnng40420D	BnaAnng40420D protein	A0A078K3A8
BnaAnng40410D	BnaAnng40410D protein	A0A078K0T3
BnaCnng22360D	BnaCnng22360D protein	A0A078IMW1
BnaCnng22430D	BnaCnng22430D protein	A0A078IR29
BnaCnng22370D	BnaCnng22370D protein	A0A078IRA6
BnaCnng22400D	BnaCnng22400D protein	A0A078ISI2
BnaCnng22380D	BnaCnng22380D protein	A0A078IR26
BnaCnng22410D	BnaCnng22410D protein	A0A078IMW6
BnaCnng22420D	BnaCnng22420D protein	A0A078IRB2
BnaCnng22340D	BnaCnng22340D protein	A0A078ITN4
BnaCnng22350D	BnaCnng22350D protein	A0A078ISH7
BnaCnng22390D	BnaCnng22390D protein	A0A078ITP1
BnaCnng22330D	BnaCnng22330D protein	A0A078IR22
BnaCnng39310D	BnaCnng39310D protein	A0A078J9H3
BnaCnng39300D	Plasma membrane ATPase	A0A078J6N7
BnaCnng39330D	BnaCnng39330D protein	A0A078JCB3
BnaCnng39320D	BnaCnng39320D protein	A0A078JA85
BnaC08g28430D		NA
BnaC08g31590D		NA
BnaC08g28680D		NA
BnaC08g30260D		NA
BnaC08g26690D		NA
BnaC08g28080D		NA
BnaC08g30400D		NA
BnaC08g31740D		NA
BnaC08g27940D		NA
BnaC08g30150D		NA
BnaC08g26670D		NA
BnaC08g27620D		NA
BnaC08g30820D		NA
BnaC08g31570D		NA
BnaC08g27000D		NA
BnaC08g26660D		NA
BnaC08g29580D		NA
BnaC08g27310D		NA
BnaC08g28040D		NA
BnaC08g29110D		NA
BnaC08g31230D		NA
BnaC08g30500D		NA
BnaC08g31080D		NA
BnaC08g30210D		NA
BnaC08g27880D		NA
BnaC08g29050D		NA
BnaC08g28920D		NA
BnaC08g26890D		NA
BnaC08g27010D		NA
BnaC08g28010D		NA
BnaC08g28810D		NA
BnaC08g29390D		NA
BnaC08g26710D		NA
BnaC08g30920D		NA
BnaC08g30230D		NA
BnaC08g27570D		NA
BnaC08g31680D		NA
BnaC08g28140D		NA
BnaC08g30790D		NA
BnaC08g31090D		NA
BnaC08g29520D		NA
BnaC08g31270D		NA
BnaC08g30100D		NA
BnaC08g29070D		NA
BnaC08g30280D		NA
BnaC08g26800D		NA
BnaC08g31660D		NA
BnaC08g29590D		NA
BnaC08g27160D		NA
BnaC08g29510D		NA
BnaC08g30580D		NA
BnaC08g27790D		NA
BnaC08g30720D		NA
BnaC08g27390D		NA
BnaC08g28900D		NA
BnaC08g28470D		NA
BnaC08g29350D		NA
BnaC08g27260D		NA
BnaC08g30830D		NA
BnaC08g27360D		NA
BnaC08g30970D		NA
BnaC08g30780D		NA
BnaC08g28760D		NA
BnaC08g28160D		NA
BnaC08g28770D		NA
BnaC08g29850D		NA
BnaC08g27210D		NA
BnaC08g27290D		NA
BnaC08g27100D		NA
BnaC08g27980D		NA
BnaC08g26640D		NA
BnaC08g28570D		NA
BnaC08g30930D		NA
BnaC08g29790D		NA
BnaC08g28520D		NA
BnaC08g28150D		NA
BnaC08g29410D		NA
BnaC08g28720D		NA
BnaC08g28420D		NA
BnaC08g27110D		NA
BnaC08g27460D		NA
BnaC08g27630D		NA
BnaC08g30450D		NA
BnaC08g30990D	Proteasome subunit beta type	A0A078IMN6
BnaC08g29100D		NA
BnaC08g27540D		NA
BnaC08g27860D		NA
BnaC08g31250D		NA
BnaC08g26830D		NA
BnaC08g26940D		NA
BnaC08g31390D		NA
BnaC08g27520D		NA
BnaC08g30310D		NA
BnaC08g28490D		NA
BnaC08g28630D		NA
BnaC08g30080D		NA
BnaC08g29120D		NA
BnaC08g30050D		NA
BnaC08g29800D		NA
BnaC08g28250D		NA
BnaC08g28560D		NA
BnaC08g29690D		NA
BnaC08g28380D		NA
BnaC08g27430D		NA
BnaC08g28610D		NA
BnaC08g28980D		NA
BnaC08g31330D		NA
BnaC08g29880D	BnaA09g55440D protein	A0A078JJ61
BnaC08g26980D		NA
BnaC08g30180D		NA
BnaC08g30620D		NA
BnaC08g26810D		NA
BnaC08g29400D		NA
BnaC08g31160D		NA
BnaC08g29150D		NA
BnaC08g30140D		NA
BnaC08g30170D		NA
BnaC08g29210D		NA
BnaC08g27060D		NA
BnaC08g27490D		NA
BnaC08g29730D		NA
BnaC08g26880D		NA
BnaC08g31010D		NA
BnaC08g29010D		NA
BnaC08g28730D		NA
BnaC08g27660D		NA
BnaC08g27680D		NA
BnaC08g27850D		NA
BnaC08g28790D		NA
BnaC08g28700D		NA
BnaC08g30300D		NA
BnaC08g29680D		NA
BnaC08g28390D		NA
BnaC08g28660D	Lysophosphatidic acid acyltransferase	D3WFQ6
BnaC08g29970D		NA
BnaC08g27150D		NA
BnaC08g31710D		NA
BnaC08g27750D		NA
BnaC08g31420D		NA
BnaC08g30470D		NA
BnaC08g30510D		NA
BnaC08g30980D		NA
BnaC08g29550D		NA
BnaC08g31700D	Dof-type zinc finger DNA-binding family protein	B3H6D1
BnaC08g31220D		NA
