entrezgene_id	external_gene_name	Description_NCBI	ALIAS
106445668	BnaA04g05750D	uncharacterized BNAA04G05750D	BNAA04G05750D
106445672	BnaC01g19310D	napin-like	LOC106445672
106445675	BnaA04g05650D	"phosphoglucan phosphatase DSP4, chloroplastic"	LOC106445675
106445684	BnaA03g41740D	"ATP synthase subunit d, mitochondrial"	LOC106445684
106445684	BnaA04g05550D	"ATP synthase subunit d, mitochondrial"	LOC106445684
106445699	BnaC03g17490D	gamma-secretase subunit APH1-like	LOC106445699
106445702	BnaC03g17470D	probable fructokinase-1	LOC106445702
106445702	BnaA03g14420D	probable fructokinase-1	LOC106445702
106445704	BnaC03g17440D	"hydroxyacylglutathione hydrolase 2, mitochondrial-like"	LOC106445704
106445705	BnaC03g17450D	delta-9 acyl-lipid desaturase 2-like	LOC106445705
106445708	BnaC03g17430D	"CDT1-like protein a, chloroplastic"	LOC106445708
106445711	BnaA05g14940D	uncharacterized LOC106445711	LOC106445711
106445712	BnaA05g14930D	uncharacterized LOC106445712	LOC106445712
106445720	BnaA05g14830D	formamidopyrimidine-DNA glycosylase	LOC106445720
106445723	BnaA05g14810D	uncharacterized LOC106445723	LOC106445723
106445726	BnaC06g41850D	probable histone H2A variant 3	LOC106445726
106445726	BnaC06g05580D	probable histone H2A variant 3	LOC106445726
106445729	BnaA05g14720D	probable serine/threonine-protein kinase At1g54610	LOC106445729
106445742	BnaC04g28750D	chromatin modification-related protein MEAF6	LOC106445742
106445742	BnaCnng17290D	chromatin modification-related protein MEAF6	LOC106445742
106445746	BnaCnng17230D	casein kinase 1-like protein 11	LOC106445746
106445765	BnaA07g03830D	probable ADP-ribosylation factor At2g15310	LOC106445765
106445770	BnaA09g55350D	uncharacterized LOC106445770	LOC106445770
106445804	BnaA03g57010D	high-affinity nitrate transporter 3.1	LOC106445804
106445805	BnaA03g57020D	serine/threonine-protein kinase STY13	Raf34.1
106445805	BnaA03g57020D	serine/threonine-protein kinase STY13	LOC106445805
106445805	BnaC03g27670D	serine/threonine-protein kinase STY13	Raf34.1
106445805	BnaC03g27670D	serine/threonine-protein kinase STY13	LOC106445805
106445806	BnaA03g56980D	serine/threonine-protein kinase HT1-like	LOC106445806
106445806	BnaA03g56980D	serine/threonine-protein kinase HT1-like	Raf33
106445809	BnaC07g33000D	BI1-like protein	LOC106445809
106445820	BnaC07g33110D	CASP-like protein 1D1	LOC106445820
106445821	BnaC07g33120D	CASP-like protein 1E1	LOC106445821
106445826	BnaC07g33200D	60S ribosome subunit biogenesis protein NIP7 homolog	LOC106445826
106445827	BnaC07g33210D	protein RALF-like 33	LOC106445827
106445831	BnaC07g33240D	uncharacterized BNAC07G33240D	BNAC07G33240D
106445832	BnaC07g33250D	uncharacterized BNAC07G33250D	BNAC07G33250D
106445838	BnaA01g16400D	NAC domain-containing protein 72-like	NAC72.1
106445838	BnaA01g16400D	NAC domain-containing protein 72-like	NAC485
106445838	BnaA01g16400D	NAC domain-containing protein 72-like	LOC106445838
106445839	BnaC07g33310D	protein pleiotropic regulatory locus 1	LOC106445839
106445840	BnaC07g33340D	epoxide hydrolase A	LOC106445840
106445841	BnaC07g33330D	"dynein light chain 2, cytoplasmic"	LOC106445841
106445854	BnaA04g07120D	"oleoyl-acyl carrier protein thioesterase 2, chloroplastic-like"	LOC106445854
106445861	BnaAnng22800D	UPF0613 protein PB24D3.06c-like	LOC106445861
106445900	BnaCnng20380D	calmodulin-2	LOC106445900
106445900	BnaC03g23130D	calmodulin-2	LOC106445900
106445900	BnaA04g02760D	calmodulin-2	LOC106445900
106445900	BnaA09g36050D	calmodulin-2	LOC106445900
106445900	BnaA03g19320D	calmodulin-2	LOC106445900
106445900	BnaC04g24860D	calmodulin-2	LOC106445900
106445900	BnaA07g16960D	calmodulin-2	LOC106445900
106445942	BnaC06g40610D	"D-glycerate 3-kinase, chloroplastic"	LOC106445942
106445943	BnaC06g40650D	molybdate transporter 2	LOC106445943
106445944	BnaC06g40660D	"ADP,ATP carrier protein 1, chloroplastic"	LOC106445944
106445945	BnaC06g40700D	uncharacterized LOC106445945	LOC106445945
106445954	BnaC04g31410D	EID1-like F-box protein 2	LOC106445954
106445954	BnaA04g09190D	EID1-like F-box protein 2	LOC106445954
106445966	BnaC03g43990D	heat stress transcription factor C-1	LOC106445966
106445973	BnaC09g40570D	2-hydroxyacyl-CoA lyase	LOC106445973
106445975	BnaC09g40560D	uncharacterized BNAC09G40560D	BNAC09G40560D
106445979	BnaA05g19400D	cyclin-U1-1	LOC106445979
106445984	BnaA05g19470D	UDP-glycosyltransferase 71B2	LOC106445984
106445986	BnaA05g19530D	isocitrate lyase-like	LOC106445986
106445991	BnaA05g11240D	probable glutathione peroxidase 2	LOC106445991
106445991	BnaCnng27540D	probable glutathione peroxidase 2	LOC106445991
106445996	BnaA05g19620D	"senescence/dehydration-associated protein At4g35985, chloroplastic"	BNAA05G19620D
106445998	BnaA05g19630D	UDP-glycosyltransferase 84A2	ugt84A9b
106445998	BnaA05g19630D	UDP-glycosyltransferase 84A2	LOC106445998
106446001	BnaA05g19700D	uncharacterized BNAA05G19700D	BNAC05G30580D
106446001	BnaA05g19700D	uncharacterized BNAA05G19700D	BNAA05G19700D
106446003	BnaA05g19720D	protein SRG1	LOC106446003
106446012	BnaC04g26910D	"DNA-directed RNA polymerases II, IV and V subunit 6A"	LOC106446012
106446036	BnaAnng16520D	syncoilin	LOC106446036
106446039	BnaC04g31680D	uncharacterized LOC106446039	LOC106446039
106446039	BnaA04g09460D	uncharacterized LOC106446039	LOC106446039
106446070	BnaCnng36390D	ethylene-responsive transcription factor ERF106-like	LOC106446070
106446070	BnaCnng36390D	ethylene-responsive transcription factor ERF106-like	ERF50
106446073	BnaC09g47880D	peptide methionine sulfoxide reductase A2	LOC106446073
106446074	BnaC09g47890D	peptide methionine sulfoxide reductase A3	LOC106446074
106446097	BnaC09g48260D	CBL-interacting serine/threonine-protein kinase 2-like	LOC106446097
106446097	BnaC09g48260D	CBL-interacting serine/threonine-protein kinase 2-like	CIPK2.1
106446115	BnaAnng11870D	importin-4	LOC106446115
106446124	BnaA04g09870D	CBL-interacting serine/threonine-protein kinase 24-like	LOC106446124
106446124	BnaA04g09870D	CBL-interacting serine/threonine-protein kinase 24-like	CIPK24.1
106446125	BnaA04g09860D	methylesterase 4	LOC106446125
106446126	BnaAnng11880D	protein PELOTA 1	LOC106446126
106446144	BnaA04g10240D	glutaredoxin-C2	LOC106446144
106446158	BnaA09g18130D	protein TORNADO 2	LOC106446158
106446165	BnaC04g32600D	probable ribosome biogenesis protein RLP24	LOC106446165
106446165	BnaA04g10330D	probable ribosome biogenesis protein RLP24	LOC106446165
106446178	BnaA04g10580D	"prohibitin-3, mitochondrial"	LOC106446178
106446178	BnaC06g13200D	"prohibitin-3, mitochondrial"	LOC106446178
106446178	BnaC04g32860D	"prohibitin-3, mitochondrial"	LOC106446178
106446215	BnaA04g10800D	probable protein S-acyltransferase 6	LOC106446215
106446221	BnaA04g10740D	uncharacterized LOC106446221	LOC106446221
106446221	BnaC04g56120D	uncharacterized LOC106446221	LOC106446221
106446223	BnaA04g10710D	"50S ribosomal protein L27, chloroplastic"	LOC106446223
106446226	BnaA01g35410D	protein arginine N-methyltransferase 1.6	LOC106446226
106446233	BnaC08g19530D	RNA-binding protein 24	LOC106446233
106446261	BnaCnng34000D	probable E3 ubiquitin-protein ligase RHB1A	LOC106446261
106446270	BnaCnng11200D	DET1- and DDB1-associated protein 1	LOC106446270
106446290	BnaC09g23910D	eukaryotic translation initiation factor 3 subunit A	LOC106446290
106446296	BnaC09g23990D	beta-adaptin-like protein B	LOC106446296
106446304	BnaCnng11190D	probable WRKY transcription factor 24	LOC106446304
106446306	BnaCnng11200D	DET1- and DDB1-associated protein 1	LOC106446306
106446309	BnaA04g11280D	"6-phosphogluconate dehydrogenase, decarboxylating 3, chloroplastic"	LOC106446309
106446314	BnaA04g11360D	CMP-sialic acid transporter 1	LOC106446314
106446326	BnaUnng00200D	scarecrow-like protein 23	LOC106446326
106446337	BnaUnng00110D	phragmoplastin DRP1A	LOC106446337
106446338	BnaUnng00110D	phragmoplastin DRP1A-like	LOC106446338
106446340	BnaUnng00080D	eukaryotic translation initiation factor 3 subunit J	LOC106446340
106446344	BnaUnng00020D	calcium-binding protein CML24-like	LOC106446344
106446346	BnaA04g27970D	E3 ubiquitin-protein ligase SINA-like 7	LOC106446346
106446351	BnaA04g27920D	"ribulose bisphosphate carboxylase small subunit, chloroplastic 2-like"	rbcS
106446351	BnaA04g27920D	"ribulose bisphosphate carboxylase small subunit, chloroplastic 2-like"	LOC106446351
106446352	BnaA04g27910D	S-protein homolog 8-like	LOC106446352
106446366	BnaA04g12210D	SUMO-activating enzyme subunit 2	LOC106446366
106446369	BnaA04g12250D	uncharacterized BNAA04G12250D	BNAA04G12250D
106446397	BnaA01g17350D	NADH-ubiquinone oxidoreductase 20.9 kDa subunit	LOC106446397
106446407	BnaA01g17410D	protein NAR1	LOC106446407
106446414	BnaA01g17420D	transcription factor bHLH3	BnabHLH131
106446414	BnaA01g17420D	transcription factor bHLH3	LOC106446414
106446415	BnaC04g14330D	trans-cinnamate 4-monooxygenase-like	LOC106446415
106446415	BnaC04g14330D	trans-cinnamate 4-monooxygenase-like	C4H
106446422	BnaA01g17450D	"pentatricopeptide repeat-containing protein At4g16390, chloroplastic"	LOC106446422
106446433	BnaA04g12950D	mitochondrial uncoupling protein 5	LOC106446433
106446435	BnaA04g12920D	classical arabinogalactan protein 2	LOC106446435
106446437	BnaA04g13090D	auxin-responsive protein IAA8	LOC106446437
106446440	BnaA01g17460D	leucine-rich repeat extensin-like protein 3	LOC106446440
106446442	BnaA04g13140D	protein SPT2 homolog	LOC106446442
106446458	BnaA01g17480D	calcineurin B-like protein 6	LOC106446458
106446460	BnaA04g13490D	"casein kinase II subunit alpha-4, chloroplastic"	LOC106446460
106446473	BnaA04g13690D	cell division cycle-associated protein 7	LOC106446473
106446476	BnaA04g13810D	uncharacterized BNAA04G13810D	BNAA04G13810D
106446478	BnaA04g13840D	uncharacterized BNAA04G13840D	BNAA04G13840D
106446482	BnaC06g24500D	uncharacterized protein At4g22758	BNAC06G24500D
106446484	BnaC06g24530D	cysteine-rich receptor-like protein kinase 43	LOC106446484
106446485	BnaC06g24550D	endoglucanase 8	LOC106446485
106446486	BnaC06g24560D	protein TIFY 7	LOC106446486
106446487	BnaC06g24580D	protein mak16	LOC106446487
106446503	BnaC06g24750D	WAT1-related protein At1g70260	LOC106446503
106446505	BnaC06g24830D	50S ribosomal protein L7/L12-like	LOC106446505
106446506	BnaC06g24820D	uncharacterized LOC106446506	LOC106446506
106446510	BnaC06g25000D	transcription factor KUA1	LOC106446510
106446511	BnaC06g25020D	glutathione S-transferase U11	LOC106446511
106446517	BnaC06g43320D	60S ribosomal protein L10-3	LOC106446517
106446520	BnaA01g17500D	jasmonate-induced oxygenase 4	LOC106446520
106446522	BnaC09g20590D	FRIGIDA-like protein 5	LOC106446522
106446526	BnaC09g20640D	disease resistance protein LAZ5	LOC106446526
106446534	BnaA01g17550D	"ABC transporter D family member 2, chloroplastic"	LOC106446534
106446541	BnaA04g14040D	early nodulin-like protein 3	LOC106446541
106446545	BnaA04g14060D	UPF0057 membrane protein At2g24040	LOC106446545
106446548	BnaC04g56220D	probable small nuclear ribonucleoprotein G	LOC106446548
106446548	BnaA04g14000D	probable small nuclear ribonucleoprotein G	LOC106446548
106446550	BnaA01g17560D	ubiquitin-conjugating enzyme E2 32	LOC106446550
106446570	BnaA01g17580D	uncharacterized BNAA01G17580D	BNAA01G17580D
106446573	BnaC07g06580D	peptide methionine sulfoxide reductase MsrB	LOC106446573
106446574	BnaC07g06590D	uncharacterized BNAC07G06590D	BNAC07G06590D
106446575	BnaC07g06600D	prolyl 4-hydroxylase 5	LOC106446575
106446592	BnaA01g17570D	probable cysteine protease RD19C	LOC106446592
106446600	BnaC08g19910D	keratinocyte-associated protein 2	LOC106446600
106446608	BnaA01g17610D	transcription factor bHLH147	LOC106446608
106446609	BnaC04g36990D	5'-deoxynucleotidase HDDC2	LOC106446609
106446610	BnaC04g37000D	lysozyme D	LOC106446610
106446615	BnaC04g56240D	cinnamoyl-CoA reductase-like SNL6	LOC106446615
106446616	BnaC04g56230D	tetratricopeptide repeat protein 1	LOC106446616
106446618	BnaC07g33550D	S-protein homolog 2	BNAC07G33550D
106446620	BnaA04g14000D	probable small nuclear ribonucleoprotein G	LOC106446620
106446620	BnaC04g56220D	probable small nuclear ribonucleoprotein G	LOC106446620
106446622	BnaC04g36890D	probable cyclic nucleotide-gated ion channel 6	LOC106446622
106446623	BnaC04g36800D	"aspartate aminotransferase, cytoplasmic isozyme 2"	LOC106446623
106446626	BnaC04g36770D	"translation initiation factor IF3-2, chloroplastic"	LOC106446626
106446627	BnaC04g36760D	QWRF motif-containing protein 4	LOC106446627
106446628	BnaC04g36750D	"50S ribosomal protein L35, chloroplastic"	LOC106446628
106446629	BnaC04g36730D	"DNA-directed RNA polymerase 3, chloroplastic"	LOC106446629
106446632	BnaC04g36720D	leucine aminopeptidase 1	LOC106446632
106446636	BnaC04g36630D	lysosomal Pro-X carboxypeptidase	LOC106446636
106446638	BnaC04g36530D	uncharacterized protein At2g24330	BNAC04G36530D
106446639	BnaC04g36500D	serine/threonine-protein kinase STY13	LOC106446639
106446640	BnaC04g36490D	40S ribosomal protein SA-like	LOC106446640
106446645	BnaC04g36380D	uncharacterized LOC106446645	LOC106446645
106446650	BnaC04g36320D	uncharacterized BNAC04G36320D	BNAC04G36320D
106446653	BnaA04g14520D	serine/arginine-rich splicing factor RSZ22A-like	LOC106446653
106446653	BnaC04g36280D	serine/arginine-rich splicing factor RSZ22A-like	LOC106446653
106446655	BnaC04g36220D	B3 domain-containing protein REM14	LOC106446655
106446672	BnaC04g36280D	serine/arginine-rich splicing factor RSZ22A	LOC106446672
106446672	BnaA04g14520D	serine/arginine-rich splicing factor RSZ22A	LOC106446672
106446675	BnaA01g17690D	importin subunit alpha-2	LOC106446675
106446677	BnaA04g14490D	uncharacterized LOC106446677	LOC106446677
106446682	BnaC04g56340D	uncharacterized BNAC04G56340D	BNAC04G56340D
106446688	BnaC04g56320D	two-component response regulator ARR12	LOC106446688
106446691	BnaC04g37590D	stromal cell-derived factor 2-like protein	LOC106446691
106446696	BnaA01g17700D	GATA transcription factor 17	LOC106446696
106446698	BnaA04g14780D	probable receptor-like protein kinase At1g80640	LOC106446698
106446701	BnaA04g14740D	potassium channel AKT1	LOC106446701
106446706	BnaAnng28620D	ribonuclease H2 subunit A	LOC106446706
106446708	BnaA04g28130D	CBL-interacting serine/threonine-protein kinase 16	LOC106446708
106446708	BnaA04g28130D	CBL-interacting serine/threonine-protein kinase 16	CIPK16-1.1
106446709	BnaA04g28120D	probable protein phosphatase 2C 21	LOC106446709
106446712	BnaA01g17710D	leucine-rich repeat extensin-like protein 1	LOC106446712
106446722	BnaA01g17720D	L-arabinokinase	LOC106446722
106446743	BnaA04g15980D	60S acidic ribosomal protein P2-2	LOC106446743
106446744	BnaA04g15990D	"uncharacterized protein At2g27730, mitochondrial"	BNAA04G15990D
106446752	BnaA04g15880D	"ferredoxin, root R-B2"	LOC106446752
106446753	BnaA04g15860D	N-carbamoylputrescine amidase	LOC106446753
106446778	BnaA04g15510D	non-specific phospholipase C2	LOC106446778
106446780	BnaA04g15490D	probable inactive receptor kinase At2g26730	LOC106446780
106446796	BnaA04g15280D	PITH domain-containing protein 1	LOC106446796
106446798	BnaA04g15250D	piRNA biogenesis protein EXD1	LOC106446798
106446804	BnaA01g18320D	pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2	LOC106446804
106446817	BnaA09g08540D	calmodulin-like protein 30	LOC106446817
106446818	BnaA09g08530D	"ferredoxin--nitrite reductase, chloroplastic"	LOC106446818
106446832	BnaA03g34910D	putative 60S ribosomal protein L30-1	LOC106446832
106446832	BnaC05g34370D	putative 60S ribosomal protein L30-1	LOC106446832
106446832	BnaC01g43880D	putative 60S ribosomal protein L30-1	LOC106446832
106446832	BnaC03g40660D	putative 60S ribosomal protein L30-1	LOC106446832
106446832	BnaA01g26560D	putative 60S ribosomal protein L30-1	LOC106446832
106446832	BnaA05g21410D	putative 60S ribosomal protein L30-1	LOC106446832
106446834	BnaA01g18380D	vesicle-associated membrane protein 724	LOC106446834
106446837	BnaA01g26500D	actin-2	LOC106446837
106446837	BnaC01g33900D	actin-2	LOC106446837
106446837	BnaA05g21350D	actin-2	LOC106446837
106446848	BnaA01g18390D	60S ribosome subunit biogenesis protein NIP7 homolog	LOC106446848
106446853	BnaCnng62310D	proteasome assembly chaperone 2	LOC106446853
106446869	BnaC01g22410D	UDP-glycosyltransferase 84A3	LOC106446869
106446884	BnaC07g50550D	UDP-glycosyltransferase 71B2	LOC106446884
106446886	BnaC07g50520D	uncharacterized BNAC07G50520D	BNAC07G50520D
106446898	BnaA04g28410D	glyoxylase I 4	BNAA04G28410D
106446899	BnaA04g28390D	uncharacterized BNAA04G28390D	BNAA04G28390D
106446907	BnaA04g16880D	ubiquitin fusion degradation protein 1 homolog	LOC106446907
106446909	BnaA04g16800D	respirasome Complex Assembly Factor 1	BNAA04G16800D
106446910	BnaA04g16780D	expansin-A6	LOC106446910
106446911	BnaA04g16770D	probable serine/threonine-protein kinase PBL10	LOC106446911
106446916	BnaA04g16690D	"inner membrane protein ALBINO3, chloroplastic"	LOC106446916
106446920	BnaC03g55650D	histone H4	LOC106446920
106446920	BnaA06g18260D	histone H4	LOC106446920
106446920	BnaC08g43530D	histone H4	LOC106446920
106446920	BnaA07g14090D	histone H4	LOC106446920
106446920	BnaA03g17280D	histone H4	LOC106446920
106446920	BnaCnng67420D	histone H4	LOC106446920
106446920	BnaC06g37340D	histone H4	LOC106446920
106446920	BnaA09g49230D	histone H4	LOC106446920
106446920	BnaA02g06910D	histone H4	LOC106446920
106446920	BnaC04g39990D	histone H4	LOC106446920
106446920	BnaA03g22040D	histone H4	LOC106446920
106446920	BnaAnng15490D	histone H4	LOC106446920
106446920	BnaA06g04320D	histone H4	LOC106446920
106446920	BnaC03g11650D	histone H4	LOC106446920
106446920	BnaA03g09320D	histone H4	LOC106446920
106446920	BnaA05g06970D	histone H4	LOC106446920
106446920	BnaC08g02310D	histone H4	LOC106446920
106446920	BnaC02g44320D	histone H4	LOC106446920
106446920	BnaC04g15470D	histone H4	LOC106446920
106446920	BnaA06g04180D	histone H4	LOC106446920
106446920	BnaA09g33930D	histone H4	LOC106446920
106446920	BnaA04g21530D	histone H4	LOC106446920
106446920	BnaC05g05500D	histone H4	LOC106446920
106446920	BnaC03g20760D	histone H4	LOC106446920
106446920	BnaA04g16620D	histone H4	LOC106446920
106446920	BnaC03g26410D	histone H4	LOC106446920
106446928	BnaAnng04420D	coatomer subunit zeta-3	LOC106446928
106446929	BnaAnng04410D	uncharacterized LOC106446929	LOC106446929
106446933	BnaC04g40620D	tubulin beta-7 chain	LOC106446933
106446933	BnaA04g28540D	tubulin beta-7 chain	LOC106446933
106446934	BnaA04g28560D	mitochondrial import inner membrane translocase subunit TIM10	LOC106446934
106446959	BnaC05g33970D	small polypeptide DEVIL 13-like	LOC106446959
106446959	BnaA04g17010D	small polypeptide DEVIL 13-like	LOC106446959
106446963	BnaA01g18660D	BAHD acyltransferase BIA1	LOC106446963
106446970	BnaA01g18650D	BAHD acyltransferase At5g47980	LOC106446970
106446973	BnaA04g28540D	tubulin beta-7 chain	LOC106446973
106446973	BnaC04g40620D	tubulin beta-7 chain	LOC106446973
106446981	BnaC05g04970D	PHD finger-like domain-containing protein 5A	LOC106446981
106446981	BnaA04g17180D	PHD finger-like domain-containing protein 5A	LOC106446981
106446981	BnaA10g04620D	PHD finger-like domain-containing protein 5A	LOC106446981
106447006	BnaA04g18440D	UDP-glycosyltransferase 74C1	LOC106447006
106447009	BnaA04g18360D	delta-9 acyl-lipid desaturase 2-like	LOC106447009
106447009	BnaC04g42440D	delta-9 acyl-lipid desaturase 2-like	LOC106447009
106447018	BnaA04g18260D	uncharacterized BNAA04G18260D	BNAA04G18260D
106447022	BnaC07g45990D	60S ribosomal protein L8-3-like	LOC106447022
106447022	BnaC01g02520D	60S ribosomal protein L8-3-like	LOC106447022
106447022	BnaAnng08420D	60S ribosomal protein L8-3-like	LOC106447022
106447023	BnaA04g18210D	40S ribosomal protein S3-2	LOC106447023
106447026	BnaA04g18120D	protein phosphatase 1 regulatory subunit INH3	LOC106447026
106447027	BnaA04g18160D	uncharacterized BNAA04G18160D	BNAA04G18160D
106447028	BnaA04g18250D	uncharacterized LOC106447028	LOC106447028
106447028	BnaC03g17510D	uncharacterized LOC106447028	LOC106447028
106447028	BnaC04g13110D	uncharacterized LOC106447028	LOC106447028
106447028	BnaC04g42330D	uncharacterized LOC106447028	LOC106447028
106447028	BnaA05g11290D	uncharacterized LOC106447028	LOC106447028
106447028	BnaA03g14470D	uncharacterized LOC106447028	LOC106447028
106447034	BnaA04g18090D	protein KINESIN LIGHT CHAIN-RELATED 1	BNAA04G18090D
106447040	BnaA04g28730D	uncharacterized BNAA04G28730D	BNAA04G28730D
106447041	BnaC04g03120D	flavonol 7-O-beta-glucosyltransferase UGT74F1	LOC106447041
106447046	BnaA06g39270D	probable E3 ubiquitin-protein ligase ATL44	LOC106447046
106447047	BnaA06g39260D	uncharacterized BNAA06G39260D	BNAA06G39260D
106447052	BnaA06g25770D	dehydrodolichyl diphosphate synthase 6	LOC106447052
106447055	BnaC04g03110D	UDP-glycosyltransferase 74F2	LOC106447055
106447064	BnaA09g16230D	thioredoxin H-type	LOC106447064
106447065	BnaC04g03080D	mitogen-activated protein kinase 6	LOC106447065
106447068	BnaAnng40190D	cold-regulated protein 27	BNAANNG40190D
106447070	BnaA09g15760D	sterol carrier protein 2	LOC106447070
106447070	BnaC09g17220D	sterol carrier protein 2	LOC106447070
106447072	BnaA09g15730D	splicing factor U2af small subunit B	LOC106447072
106447073	BnaC04g03090D	protein FAM133	LOC106447073
106447074	BnaA09g15720D	inositol-pentakisphosphate 2-kinase	LOC106447074
106447107	BnaA09g10100D	golgin candidate 1	LOC106447107
106447109	BnaA09g10080D	hexokinase-1	LOC106447109
106447110	BnaA09g10060D	vacuolar protein sorting-associated protein 32 homolog 1	LOC106447110
106447111	BnaC04g03050D	"cysteine synthase, chloroplastic/chromoplastic"	LOC106447111
106447116	BnaC09g10040D	profilin-1-like	LOC106447116
106447116	BnaA09g09990D	profilin-1-like	LOC106447116
106447119	BnaA09g09960D	60S ribosomal protein L31-1	LOC106447119
106447119	BnaA09g44020D	60S ribosomal protein L31-1	LOC106447119
106447119	BnaC09g10010D	60S ribosomal protein L31-1	LOC106447119
106447119	BnaC07g01480D	60S ribosomal protein L31-1	LOC106447119
106447124	BnaA09g09910D	transmembrane 9 superfamily member 11	LOC106447124
106447135	BnaCnng49070D	uncharacterized BNACNNG49070D	BNACNNG49070D
106447136	BnaC04g03060D	molybdopterin synthase catalytic subunit	LOC106447136
106447138	BnaC04g43560D	"3-ketoacyl-CoA thiolase 2, peroxisomal-like"	LOC106447138
106447152	BnaC04g03030D	"stearoyl-[acyl-carrier-protein] 9-desaturase, seed specific, chloroplastic-like"	LOC106447152
106447216	BnaA04g20340D	dihydroceramide fatty acyl 2-hydroxylase FAH1-like	LOC106447216
106447216	BnaA04g20360D	dihydroceramide fatty acyl 2-hydroxylase FAH1-like	LOC106447216
106447222	BnaC05g13250D	ubiquitin carboxyl-terminal hydrolase 15	LOC106447222
106447223	BnaC05g13240D	heme-binding protein 2	LOC106447223
106447225	BnaC05g13260D	splicing factor YJU2	LOC106447225
106447228	BnaC05g13310D	VQ motif-containing protein 1	LOC106447228
106447229	BnaC05g13340D	ribokinase	LOC106447229
106447233	BnaC05g13360D	glutathione S-transferase U25	LOC106447233
106447234	BnaC05g13380D	CASP-like protein 2A1	LOC106447234
106447235	BnaC05g13390D	uncharacterized BNAC05G13390D	BNAC05G13390D
106447237	BnaC05g13410D	leucine-rich repeat receptor-like serine/threonine-protein kinase At1g17230	LOC106447237
106447238	BnaC05g13430D	ubiquitin-conjugating enzyme E2 34	LOC106447238
106447239	BnaC05g13450D	"alanine aminotransferase 1, mitochondrial"	LOC106447239
106447241	BnaC05g13470D	uncharacterized protein YpgQ	BNAC05G13470D
106447242	BnaC05g13480D	phosphoinositide phosphatase SAC5	LOC106447242
106447258	BnaC05g13590D	protein IQ-DOMAIN 7	LOC106447258
106447260	BnaC05g13620D	uncharacterized BNAC05G13620D	BNAC05G13620D
106447261	BnaC05g13610D	uncharacterized BNAC05G13610D	BNAC05G13610D
106447262	BnaC05g13640D	telomere repeat-binding factor 4	LOC106447262
106447265	BnaC05g13700D	putative pentatricopeptide repeat-containing protein At1g17630	LOC106447265
106447268	BnaC05g13730D	"glyoxylate/succinic semialdehyde reductase 2, chloroplastic"	LOC106447268
106447276	BnaA07g02690D	"pentatricopeptide repeat-containing protein At2g17525, mitochondrial"	LOC106447276
106447277	BnaCnng76180D	glutathione S-transferase U5	LOC106447277
106447291	BnaA04g20360D	dihydroceramide fatty acyl 2-hydroxylase FAH1	LOC106447291
106447291	BnaA04g20340D	dihydroceramide fatty acyl 2-hydroxylase FAH1	LOC106447291
106447316	BnaA01g19700D	protein RTE1-HOMOLOG	LOC106447316
106447326	BnaAnng07320D	UPF0481 protein At3g47200-like	LOC106447326
106447354	BnaA04g20950D	E3 ubiquitin-protein ligase PUB23-like	LOC106447354
106447359	BnaA09g14920D	mucin-2	LOC106447359
106447366	BnaA05g06970D	histone H4	LOC106447366
106447366	BnaA09g33930D	histone H4	LOC106447366
106447366	BnaA04g16620D	histone H4	LOC106447366
106447366	BnaA04g21530D	histone H4	LOC106447366
106447366	BnaC04g39990D	histone H4	LOC106447366
106447366	BnaC04g15470D	histone H4	LOC106447366
106447366	BnaA03g09320D	histone H4	LOC106447366
106447366	BnaA02g06910D	histone H4	LOC106447366
106447366	BnaC03g26410D	histone H4	LOC106447366
106447366	BnaA03g17280D	histone H4	LOC106447366
106447366	BnaCnng67420D	histone H4	LOC106447366
106447366	BnaC03g55650D	histone H4	LOC106447366
106447366	BnaA07g14090D	histone H4	LOC106447366
106447366	BnaC08g02310D	histone H4	LOC106447366
106447366	BnaA06g04320D	histone H4	LOC106447366
106447366	BnaC03g20760D	histone H4	LOC106447366
106447366	BnaC02g44320D	histone H4	LOC106447366
106447366	BnaC03g11650D	histone H4	LOC106447366
106447366	BnaC05g05500D	histone H4	LOC106447366
106447366	BnaC06g37340D	histone H4	LOC106447366
106447366	BnaC08g43530D	histone H4	LOC106447366
106447366	BnaA06g04180D	histone H4	LOC106447366
106447366	BnaA06g18260D	histone H4	LOC106447366
106447366	BnaA03g22040D	histone H4	LOC106447366
106447366	BnaA09g49230D	histone H4	LOC106447366
106447366	BnaAnng15490D	histone H4	LOC106447366
106447369	BnaA04g21470D	"arginine biosynthesis bifunctional protein ArgJ, chloroplastic"	LOC106447369
106447370	BnaA04g21460D	chromatin modification-related protein EAF7	BNAA04G21460D
106447371	BnaA04g21450D	uncharacterized isomerase BH0283	BNAA04G21450D
106447372	BnaA04g21440D	WAT1-related protein At2g37460	LOC106447372
106447377	BnaA04g21390D	"protein SLOW GREEN 1, chloroplastic"	LOC106447377
106447383	BnaA04g21350D	protein ALUMINUM SENSITIVE 3	LOC106447383
106447397	BnaA04g29190D	peroxidase 21	LOC106447397
106447403	BnaA06g01910D	uncharacterized BNAA06G01910D	BNAA06G01910D
106447408	BnaC03g74220D	galacturonosyltransferase 8	LOC106447408
106447409	BnaC03g74230D	ER lumen protein-retaining receptor erd-2.2	LOC106447409
106447414	BnaC06g05420D	signal peptidase complex catalytic subunit SEC11C-like	LOC106447414
