"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS" "log2FoldChange" "padj"
"106428661" NA NA NA NA "BnaCnng09510D" "protein LAZ1 homolog 2" "LOC106428661" -2.56640785858408 1.40790834479521e-06
"106428723" NA NA NA NA "BnaA07g03370D" "probable polyol transporter 4" "LOC106428723" -2.37380133180316 7.02733378677565e-10
"106428764" "GO:0006527" "BP" "arginine decarboxylase 2" "arginine catabolic process" "BnaA03g53010D" "arginine decarboxylase 2" "ADC" -1.81350373112561 0.000211893841445416
"106428764" "GO:0033388" "BP" "arginine decarboxylase 2" "putrescine biosynthetic process from arginine" "BnaA03g53010D" "arginine decarboxylase 2" "ADC" -1.81350373112561 0.000211893841445416
"106428764" "GO:0008295" "BP" "arginine decarboxylase 2" "spermidine biosynthetic process" "BnaA03g53010D" "arginine decarboxylase 2" "ADC" -1.81350373112561 0.000211893841445416
"106428783" "GO:0005975" "BP" "beta-galactosidase 11" "carbohydrate metabolic process" "BnaA03g53130D" "beta-galactosidase 11" "LOC106428783" -14.3423126326848 1.04374463203123e-158
"106428859" NA NA NA NA "BnaA09g02030D" "putative lipid-binding protein AIR1" "LOC106428859" -6.07173340219966 0.0179893077121815
"106428869" "GO:0051603" "BP" "vacuolar-processing enzyme delta-isozyme" "proteolysis involved in protein catabolic process" "BnaA05g18870D" "vacuolar-processing enzyme delta-isozyme" "LOC106428869" -8.99569098733597 1.17937020208347e-08
"106428869" "GO:0006624" "BP" "vacuolar-processing enzyme delta-isozyme" "vacuolar protein processing" "BnaA05g18870D" "vacuolar-processing enzyme delta-isozyme" "LOC106428869" -8.99569098733597 1.17937020208347e-08
"106428931" "GO:0008643" "BP" "bidirectional sugar transporter SWEET16" "carbohydrate transport" "BnaA01g27670D" "bidirectional sugar transporter SWEET16" "LOC106428931" -2.49298672368468 0.0108279388753826
"106428999" "GO:0032259" "BP" "EEF1A lysine methyltransferase 4" "methylation" "BnaCnng16690D" "EEF1A lysine methyltransferase 4" "LOC106428999" -4.26371850563772 4.03823844557754e-14
"106428999" "GO:0071704" "BP" "EEF1A lysine methyltransferase 4" "organic substance metabolic process" "BnaCnng16690D" "EEF1A lysine methyltransferase 4" "LOC106428999" -4.26371850563772 4.03823844557754e-14
"106429020" NA NA NA NA "BnaC02g38260D" "uncharacterized BNAC02G38260D" "BNAC02G38260D" -2.58269546632324 2.82781714348927e-06
"106429029" "GO:0010133" "BP" "proline dehydrogenase 1, mitochondrial" "proline catabolic process to glutamate" "BnaC02g38230D" "proline dehydrogenase 1, mitochondrial" "LOC106429029" -4.29930374671622 7.8771654048984e-17
"106429088" "GO:0009653" "BP" "expansin-A9" "anatomical structure morphogenesis" "BnaA03g55050D" "expansin-A9" "LOC106429088" -11.2261820169247 3.70659883265589e-17
"106429088" "GO:0009664" "BP" "expansin-A9" "plant-type cell wall organization" "BnaA03g55050D" "expansin-A9" "LOC106429088" -11.2261820169247 3.70659883265589e-17
"106429132" NA NA NA NA "BnaCnng68380D" "uncharacterized BNACNNG68380D" "BNACNNG68380D" -11.5994517763527 1.91294144721219e-19
"106429174" "GO:0006002" "BP" "ATP-dependent 6-phosphofructokinase 7" "fructose 6-phosphate metabolic process" "BnaC02g12110D" "ATP-dependent 6-phosphofructokinase 7" "LOC106429174" -2.52430619658375 3.71822684272675e-07
"106429259" "GO:0042989" "BP" "profilin-4" "sequestering of actin monomers" "BnaA03g49520D" "profilin-4" "LOC106429259" -5.21007291496533 1.2693448140328e-26
"106429264" "GO:0009086" "BP" "methylenetetrahydrofolate reductase 2" "methionine biosynthetic process" "BnaA04g25580D" "methylenetetrahydrofolate reductase 2" "LOC106429264" -1.72911765253498 2.71094811459482e-06
"106429264" "GO:0035999" "BP" "methylenetetrahydrofolate reductase 2" "tetrahydrofolate interconversion" "BnaA04g25580D" "methylenetetrahydrofolate reductase 2" "LOC106429264" -1.72911765253498 2.71094811459482e-06
"106429269" NA NA NA NA "BnaAnng02940D" "uncharacterized LOC106429269" "LOC106429269" -5.97763410019659 1.66796517189967e-07
"106429335" NA NA NA NA "BnaA08g04750D" "uncharacterized protein At4g06598" "BNAA08G04750D" -12.1536365616831 2.10914800716584e-15
"106429372" NA NA NA NA "BnaA03g55510D" "embryo-specific protein ATS3B" "BNAA03G55510D" -12.5974480501422 8.51638196073339e-23
"106429392" NA NA NA NA "BnaA08g03570D" "pectinesterase inhibitor 1" "LOC106429392" -13.9965723371149 3.6219618426171e-69
"106429504" NA NA NA NA "BnaC08g12280D" "peroxygenase 1" "LOC106429504" -8.60648948980562 1.18479306545034e-09
"106429522" NA NA NA NA "BnaA03g59780D" "ankyrin repeat domain-containing protein 13C" "LOC106429522" -1.33815983771312 0.0461948255997659
"106429550" "GO:0035556" "BP" "calcium-dependent protein kinase 19" "intracellular signal transduction" "BnaA03g59670D" "calcium-dependent protein kinase 19" "LOC106429550" -11.854240887781 6.2326213920623e-20
"106429550" "GO:0018105" "BP" "calcium-dependent protein kinase 19" "peptidyl-serine phosphorylation" "BnaA03g59670D" "calcium-dependent protein kinase 19" "LOC106429550" -11.854240887781 6.2326213920623e-20
"106429550" "GO:0046777" "BP" "calcium-dependent protein kinase 19" "protein autophosphorylation" "BnaA03g59670D" "calcium-dependent protein kinase 19" "LOC106429550" -11.854240887781 6.2326213920623e-20
"106429552" "GO:0006468" "BP" "probable serine/threonine-protein kinase PBL23" "protein phosphorylation" "BnaA03g59650D" "probable serine/threonine-protein kinase PBL23" "LOC106429552" -12.5392923809448 1.39921825111893e-65
"106429561" NA NA NA NA "BnaA07g28600D" "probable galacturonosyltransferase-like 9" "LOC106429561" -1.85890043073483 2.8103026921885e-05
"106429598" "GO:0045944" "BP" "MADS-box protein SOC1-like" "positive regulation of transcription by RNA polymerase II" "BnaCnng36880D" "MADS-box protein SOC1-like" "LOC106429598" -5.01808747076891 1.40232306466991e-12
"106429598" "GO:0006357" "BP" "MADS-box protein SOC1-like" "regulation of transcription by RNA polymerase II" "BnaCnng36880D" "MADS-box protein SOC1-like" "LOC106429598" -5.01808747076891 1.40232306466991e-12
"106429710" NA NA NA NA "BnaA02g36250D" "cinnamoyl-CoA reductase 2" "LOC106429710" -2.79631738471824 1.38212471840359e-07
"106429726" NA NA NA NA "BnaA09g30140D" "probable pathogenesis-related protein ARB_02861" "LOC106429726" -3.33728014357773 2.02651626680136e-10
"106429727" "GO:0005987" "BP" "probable alkaline/neutral invertase D" "sucrose catabolic process" "BnaC05g17920D" "probable alkaline/neutral invertase D" "LOC106429727" -6.50006058163889 5.2845579530427e-28
"106429748" "GO:0009699" "BP" "dirigent protein 2" "phenylpropanoid biosynthetic process" "BnaA09g30290D" "dirigent protein 2" "LOC106429748" -6.07299082689457 5.65455902136976e-05
"106429754" "GO:0006270" "BP" "origin of replication complex subunit 6" "DNA replication initiation" "BnaC05g50940D" "origin of replication complex subunit 6" "LOC106429754" -1.60618684496462 0.00293809356783328
"106429767" "GO:0005985" "BP" "sucrose transport protein SUC2" "sucrose metabolic process" "BnaA09g30430D" "sucrose transport protein SUC2" "LOC106429767" -4.5480557802671 3.61003948802755e-16
"106429793" "GO:0045892" "BP" "MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 2" "negative regulation of DNA-templated transcription" "BnaA09g30410D" "MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 2" "BNAA09G30410D" -2.91743801798042 5.29221960833751e-22
"106429803" NA NA NA NA "BnaA09g30150D" "U-box domain-containing protein 11" "LOC106429803" -2.5195274547127 5.59099851106726e-11
"106429817" NA NA NA NA "BnaA09g30170D" "multicopper oxidase LPR1" "LOC106429817" -4.64806005537483 1.37386123086026e-24
"106429997" "GO:0006355" "BP" "GATA transcription factor 27" "regulation of DNA-templated transcription" "BnaAnng07120D" "GATA transcription factor 27" "LOC106429997" -2.5767892822227 0.0195414285343734
"106430005" "GO:0090158" "BP" "vesicle-associated protein 2-1" "endoplasmic reticulum membrane organization" "BnaAnng07100D" "vesicle-associated protein 2-1" "LOC106430005" -3.37817037726896 8.26386199369343e-16
"106430005" "GO:0061817" "BP" "vesicle-associated protein 2-1" "endoplasmic reticulum-plasma membrane tethering" "BnaAnng07100D" "vesicle-associated protein 2-1" "LOC106430005" -3.37817037726896 8.26386199369343e-16
"106430021" "GO:0046855" "BP" "type II inositol polyphosphate 5-phosphatase 14" "inositol phosphate dephosphorylation" "BnaC04g12830D" "type II inositol polyphosphate 5-phosphatase 14" "LOC106430021" -2.44482171816252 1.47311071760619e-07
"106430021" "GO:0046856" "BP" "type II inositol polyphosphate 5-phosphatase 14" "phosphatidylinositol dephosphorylation" "BnaC04g12830D" "type II inositol polyphosphate 5-phosphatase 14" "LOC106430021" -2.44482171816252 1.47311071760619e-07
"106430085" NA NA NA NA "BnaA09g52200D" "uncharacterized BNAA09G52200D" "BNAA09G52200D" -4.24828568536319 1.86387796970731e-15
"106430129" "GO:0005975" "BP" "chitinase 10" "carbohydrate metabolic process" "BnaA09g00340D" "chitinase 10" "LOC106430129" -1.94370165948082 9.96858346784427e-05
"106430129" "GO:0016998" "BP" "chitinase 10" "cell wall macromolecule catabolic process" "BnaA09g00340D" "chitinase 10" "LOC106430129" -1.94370165948082 9.96858346784427e-05
"106430129" "GO:0006032" "BP" "chitinase 10" "chitin catabolic process" "BnaA09g00340D" "chitinase 10" "LOC106430129" -1.94370165948082 9.96858346784427e-05
"106430227" "GO:0019305" "BP" "bifunctional dTDP-4-dehydrorhamnose 3,5-epimerase/dTDP-4-dehydrorhamnose reductase" "dTDP-rhamnose biosynthetic process" "BnaC09g12890D" "bifunctional dTDP-4-dehydrorhamnose 3,5-epimerase/dTDP-4-dehydrorhamnose reductase" "LOC106430227" -3.40681597352964 6.50342081206992e-11
"106430227" "GO:0010253" "BP" "bifunctional dTDP-4-dehydrorhamnose 3,5-epimerase/dTDP-4-dehydrorhamnose reductase" "UDP-rhamnose biosynthetic process" "BnaC09g12890D" "bifunctional dTDP-4-dehydrorhamnose 3,5-epimerase/dTDP-4-dehydrorhamnose reductase" "LOC106430227" -3.40681597352964 6.50342081206992e-11
"106430314" NA NA NA NA "BnaC07g03890D" "rho guanine nucleotide exchange factor 8" "LOC106430314" -9.76270158238551 1.61216462923871e-56
"106430349" NA NA NA NA "BnaCnng31830D" "protein RALF-like 9" "LOC106430349" -13.4689981653007 4.42381787699591e-192
"106430395" NA NA NA NA "BnaC01g43250D" "napin-like" "napin" -17.4317989589167 5.57028552527643e-45
"106430671" NA NA NA NA "BnaA07g36770D" "anther-specific protein BCP1-like" "LOC106430671" -14.1028286861247 2.7872448590207e-111
"106430676" NA NA NA NA "BnaA07g36770D" "anther-specific protein BCP1-like" "LOC106430676" -14.1028286861247 2.7872448590207e-111
"106430694" "GO:0003333" "BP" "amino acid transporter AVT6E" "amino acid transmembrane transport" "BnaC06g40470D" "amino acid transporter AVT6E" "LOC106430694" -1.73336561890294 0.0223225300545207
"106430805" NA NA NA NA "BnaA06g16340D" "fatty alcohol:caffeoyl-CoA acyltransferase" "LOC106430805" -9.8920232407468 8.74276860110868e-14
"106430938" NA NA NA NA "BnaC05g49720D" "F-box/kelch-repeat protein SKIP11" "LOC106430938" -1.658798201289 0.0019905101696633
"106430970" "GO:0009852" "BP" "2-oxoglutarate-dependent dioxygenase DAO" "auxin catabolic process" "BnaC05g10400D" "2-oxoglutarate-dependent dioxygenase DAO" "LOC106430970" -5.82732818075429 3.6413244060169e-17
"106430970" "GO:0010252" "BP" "2-oxoglutarate-dependent dioxygenase DAO" "auxin homeostasis" "BnaC05g10400D" "2-oxoglutarate-dependent dioxygenase DAO" "LOC106430970" -5.82732818075429 3.6413244060169e-17
"106430975" "GO:0008610" "BP" "sphinganine C4-monooxygenase 2" "lipid biosynthetic process" "BnaC05g10520D" "sphinganine C4-monooxygenase 2" "LOC106430975" -2.45903794620066 8.1682031401869e-14
"106430983" "GO:0016567" "BP" "uncharacterized LOC106430983" "protein ubiquitination" "BnaC05g10490D" "uncharacterized LOC106430983" "LOC106430983" -4.6906137900037 1.42558753518748e-13
"106430984" "GO:0009134" "BP" "probable apyrase 4" "nucleoside diphosphate catabolic process" "BnaC05g10470D" "probable apyrase 4" "LOC106430984" -2.09305620869048 2.40483291727278e-06
"106431078" NA NA NA NA "BnaC04g47590D" "uncharacterized protein At5g39865-like" "LOC106431078" -7.90012820922186 1.13789991241409e-17
"106431131" "GO:0007015" "BP" "rac-like GTP-binding protein ARAC4" "actin filament organization" "BnaCnng26840D" "rac-like GTP-binding protein ARAC4" "LOC106431131" -3.01016525984514 1.44927198102506e-08
"106431131" "GO:0030865" "BP" "rac-like GTP-binding protein ARAC4" "cortical cytoskeleton organization" "BnaCnng26840D" "rac-like GTP-binding protein ARAC4" "LOC106431131" -3.01016525984514 1.44927198102506e-08
"106431131" "GO:0007163" "BP" "rac-like GTP-binding protein ARAC4" "establishment or maintenance of cell polarity" "BnaCnng26840D" "rac-like GTP-binding protein ARAC4" "LOC106431131" -3.01016525984514 1.44927198102506e-08
"106431131" "GO:0032956" "BP" "rac-like GTP-binding protein ARAC4" "regulation of actin cytoskeleton organization" "BnaCnng26840D" "rac-like GTP-binding protein ARAC4" "LOC106431131" -3.01016525984514 1.44927198102506e-08
"106431131" "GO:0008360" "BP" "rac-like GTP-binding protein ARAC4" "regulation of cell shape" "BnaCnng26840D" "rac-like GTP-binding protein ARAC4" "LOC106431131" -3.01016525984514 1.44927198102506e-08
"106431131" "GO:0007264" "BP" "rac-like GTP-binding protein ARAC4" "small GTPase mediated signal transduction" "BnaCnng26840D" "rac-like GTP-binding protein ARAC4" "LOC106431131" -3.01016525984514 1.44927198102506e-08
"106431221" "GO:0050832" "BP" "probable disease resistance protein At5g66900" "defense response to fungus" "BnaC02g16530D" "probable disease resistance protein At5g66900" "LOC106431221" -2.6688006521378 1.16710947753897e-06
"106431314" "GO:0032012" "BP" "ARF guanine-nucleotide exchange factor GNL2" "regulation of ARF protein signal transduction" "BnaC09g38080D" "ARF guanine-nucleotide exchange factor GNL2" "LOC106431314" -9.730977124201 2.3070637148604e-72
"106431325" NA NA NA NA "BnaC01g39560D" "probable ADP-ribosylation factor GTPase-activating protein AGD11" "LOC106431325" -5.60922034783535 1.15731693658029e-43
"106431415" "GO:0042546" "BP" "xyloglucan endotransglucosylase/hydrolase protein 22" "cell wall biogenesis" "BnaA02g35320D" "xyloglucan endotransglucosylase/hydrolase protein 22" "LOC106431415" -7.59725943861116 8.58934871309293e-19
"106431415" "GO:0071555" "BP" "xyloglucan endotransglucosylase/hydrolase protein 22" "cell wall organization" "BnaA02g35320D" "xyloglucan endotransglucosylase/hydrolase protein 22" "LOC106431415" -7.59725943861116 8.58934871309293e-19
"106431415" "GO:0010411" "BP" "xyloglucan endotransglucosylase/hydrolase protein 22" "xyloglucan metabolic process" "BnaA02g35320D" "xyloglucan endotransglucosylase/hydrolase protein 22" "LOC106431415" -7.59725943861116 8.58934871309293e-19
"106431427" "GO:0006629" "BP" "probable feruloyl esterase A" "lipid metabolic process" "BnaAnng08480D" "probable feruloyl esterase A" "LOC106431427" -1.2257213947656 0.00240929546804609
"106431429" "GO:0016567" "BP" "E3 ubiquitin-protein ligase MIEL1" "protein ubiquitination" "BnaAnng08500D" "E3 ubiquitin-protein ligase MIEL1" "LOC106431429" -3.1773437638419 8.08905301655318e-09
"106431429" "GO:0006511" "BP" "E3 ubiquitin-protein ligase MIEL1" "ubiquitin-dependent protein catabolic process" "BnaAnng08500D" "E3 ubiquitin-protein ligase MIEL1" "LOC106431429" -3.1773437638419 8.08905301655318e-09
"106431549" "GO:0006412" "BP" "50S ribosomal protein L31, chloroplastic" "translation" "BnaC04g02660D" "50S ribosomal protein L31, chloroplastic" "LOC106431549" -3.48998420715168 9.16274374327784e-06
"106431552" NA NA NA NA "BnaA06g34460D" "purple acid phosphatase 7" "LOC106431552" -4.56209786205948 0.00026591274850234
"106431637" "GO:0016192" "BP" "PRA1 family protein F2" "vesicle-mediated transport" "BnaC06g10710D" "PRA1 family protein F2" "LOC106431637" -1.37165380706539 0.0360373460417482
"106431662" NA NA NA NA "BnaC06g10490D" "dormancy-associated protein homolog 4-like" "LOC106431662" -13.1362239852888 1.38056832748222e-32
"106431754" "GO:0006914" "BP" "autophagy-related protein 8h" "autophagy" "BnaC03g34720D" "autophagy-related protein 8h" "LOC106431754" -3.30943710273711 3.01434785554378e-16
"106431754" "GO:0006995" "BP" "autophagy-related protein 8h" "cellular response to nitrogen starvation" "BnaC03g34720D" "autophagy-related protein 8h" "LOC106431754" -3.30943710273711 3.01434785554378e-16
"106431995" "GO:0006486" "BP" "probable beta-1,3-galactosyltransferase 5" "protein glycosylation" "BnaC08g20100D" "probable beta-1,3-galactosyltransferase 5" "LOC106431995" -3.43499068333375 4.46599211860137e-07
"106432030" NA NA NA NA "BnaA09g18410D" "nudix hydrolase 2" "LOC106432030" -2.01584212507034 0.00053781516529899
"106432058" NA NA NA NA "BnaA09g18380D" "heterogeneous nuclear ribonucleoprotein 1" "LOC106432058" -4.23179073382955 5.86238303959703e-18
"106432122" "GO:0006914" "BP" "autophagy-related protein 8e" "autophagy" "BnaA07g38000D" "autophagy-related protein 8e" "LOC106432122" -3.41233673698892 0.00984075030070188
"106432122" "GO:0006995" "BP" "autophagy-related protein 8e" "cellular response to nitrogen starvation" "BnaA07g38000D" "autophagy-related protein 8e" "LOC106432122" -3.41233673698892 0.00984075030070188
"106432129" "GO:0006511" "BP" "E3 ubiquitin-protein ligase SINAT2" "ubiquitin-dependent protein catabolic process" "BnaCnng31730D" "E3 ubiquitin-protein ligase SINAT2" "LOC106432129" -2.57397212901943 1.48129091131723e-08
"106432208" NA NA NA NA "BnaCnng28570D" "LOB domain-containing protein 22" "LOC106432208" -12.9895902282817 3.97504319597394e-24
"106432221" NA NA NA NA "BnaCnng60140D" "cytochrome P450 71A1" "LOC106432221" -1.66563472165379 0.0245188621885632
"106432315" NA NA NA NA "BnaC04g31630D" "uncharacterized BNAC04G31630D" "BNAC04G31630D" -5.21364782523708 1.31615969809365e-15
"106432367" "GO:0030422" "BP" "ribonuclease 3-like protein 2" "siRNA processing" "BnaC05g31650D" "ribonuclease 3-like protein 2" "LOC106432367" -1.50363423870949 0.00321555172002583
"106432390" NA NA NA NA "BnaC05g51520D" "probable calcium-binding protein CML17" "LOC106432390" -4.45550456932269 4.961762691504e-26
"106432529" "GO:0006281" "BP" "ubiquitin-conjugating enzyme E2 2-like" "DNA repair" "BnaC06g30850D" "ubiquitin-conjugating enzyme E2 2-like" "LOC106432529" -1.52792426214819 0.000426869962120204
"106432529" "GO:0016574" "BP" "ubiquitin-conjugating enzyme E2 2-like" "histone ubiquitination" "BnaC06g30850D" "ubiquitin-conjugating enzyme E2 2-like" "LOC106432529" -1.52792426214819 0.000426869962120204
"106432529" "GO:0043161" "BP" "ubiquitin-conjugating enzyme E2 2-like" "proteasome-mediated ubiquitin-dependent protein catabolic process" "BnaC06g30850D" "ubiquitin-conjugating enzyme E2 2-like" "LOC106432529" -1.52792426214819 0.000426869962120204
"106432529" "GO:0000209" "BP" "ubiquitin-conjugating enzyme E2 2-like" "protein polyubiquitination" "BnaC06g30850D" "ubiquitin-conjugating enzyme E2 2-like" "LOC106432529" -1.52792426214819 0.000426869962120204
"106432553" NA NA NA NA "BnaC02g03550D" "metallothionein-like protein type 2, MT2-22" "MP1" -2.0608123450147 4.6202062326329e-07
"106432579" "GO:0008104" "BP" "14-3-3-like protein GF14 phi" "protein localization" "BnaAnng02090D" "14-3-3-like protein GF14 phi" "LOC106432579" -1.30226286142687 0.000766450422051548
"106432579" "GO:0007165" "BP" "14-3-3-like protein GF14 phi" "signal transduction" "BnaAnng02090D" "14-3-3-like protein GF14 phi" "LOC106432579" -1.30226286142687 0.000766450422051548
"106432611" NA NA NA NA "BnaA09g15320D" "uncharacterized BNAA09G15320D" "BNAA09G15320D" -1.97357564354236 0.000103179860386248
"106432658" NA NA NA NA "BnaA03g53930D" "cytochrome P450 81D11" "LOC106432658" -2.08646430133871 0.00830530689620913
"106432690" NA NA NA NA "BnaA03g53940D" "cytochrome P450 81D11" "LOC106432690" -2.38193398493697 2.66988807570117e-06
"106432750" "GO:0006355" "BP" "tubby-like F-box protein 2" "regulation of DNA-templated transcription" "BnaC07g03480D" "tubby-like F-box protein 2" "LOC106432750" -4.5042856940043 5.0715036688804e-24
"106432804" NA NA NA NA "BnaC09g33280D" "protein NDL1" "LOC106432804" -3.10416970497042 1.5643075350249e-16
"106432822" "GO:0006535" "BP" "serine acetyltransferase 5" "cysteine biosynthetic process from serine" "BnaC09g33290D" "serine acetyltransferase 5" "LOC106432822" -3.17001980734092 7.29366569228856e-12
"106432840" "GO:0006002" "BP" "ATP-dependent 6-phosphofructokinase 7" "fructose 6-phosphate metabolic process" "BnaC09g33200D" "ATP-dependent 6-phosphofructokinase 7" "LOC106432840" -2.04693397034111 1.36688763605849e-07
"106432856" "GO:0009653" "BP" "expansin-A13" "anatomical structure morphogenesis" "BnaCnng18430D" "expansin-A13" "LOC106432856" -3.62500149141422 3.8121766936551e-09
"106432856" "GO:0009664" "BP" "expansin-A13" "plant-type cell wall organization" "BnaCnng18430D" "expansin-A13" "LOC106432856" -3.62500149141422 3.8121766936551e-09
"106432870" NA NA NA NA "BnaA01g34390D" "polcalcin Bra n 2-like" "LOC106432870" -7.18977542616364 4.30848460713417e-13
"106432891" "GO:0043269" "BP" "probable calcium-binding protein CML18" "regulation of ion transport" "BnaAnng15200D" "probable calcium-binding protein CML18" "LOC106432891" -2.27324771521569 0.00140735835193596
"106432909" NA NA NA NA "BnaA02g27790D" "anther-specific protein BCP1" "LOC106432909" -18.1790914844293 9.71211435390725e-49
"106432917" "GO:0000209" "BP" "ubiquitin-conjugating enzyme E2 4" "protein polyubiquitination" "BnaCnng33990D" "ubiquitin-conjugating enzyme E2 4" "LOC106432917" -2.48306417093977 3.72692552431554e-06
"106432917" "GO:0006511" "BP" "ubiquitin-conjugating enzyme E2 4" "ubiquitin-dependent protein catabolic process" "BnaCnng33990D" "ubiquitin-conjugating enzyme E2 4" "LOC106432917" -2.48306417093977 3.72692552431554e-06
"106432956" "GO:0009740" "BP" "gibberellin-regulated protein 7" "gibberellic acid mediated signaling pathway" "BnaA09g52760D" "gibberellin-regulated protein 7" "LOC106432956" -5.26580421221852 7.20330038610565e-26
"106432977" NA NA NA NA "BnaA02g16700D" "actin cytoskeleton-regulatory complex protein pan1" "LOC106432977" -2.68546374081525 4.70576335455741e-06
"106432980" "GO:0000272" "BP" "endo-1,4-beta-xylanase 5" "polysaccharide catabolic process" "BnaA08g11430D" "endo-1,4-beta-xylanase 5" "LOC106432980" -12.5174181235478 9.64896078339194e-23
"106433029" NA NA NA NA "BnaA02g12600D" "putative glutamine amidotransferase GAT1_2.1" "LOC106433029" -5.38162100386729 3.99302648398087e-26
"106433062" NA NA NA NA "BnaC01g40410D" "5'-adenylylsulfate reductase-like 5" "LOC106433062" -1.90242449589458 0.00351031486714172
"106433070" NA NA NA NA "BnaC01g40570D" "FT-interacting protein 7" "LOC106433070" -1.67874128037295 0.00114640132179061
"106433217" NA NA NA NA "BnaC08g02460D" "UDP-D-apiose/UDP-D-xylose synthase 2" "LOC106433217" -1.33807296187522 0.000651538299188555
"106433264" "GO:0035556" "BP" "calcium-dependent protein kinase 26" "intracellular signal transduction" "BnaCnng34240D" "calcium-dependent protein kinase 26" "LOC106433264" -4.25842499040182 6.73338700977519e-34
"106433264" "GO:0018105" "BP" "calcium-dependent protein kinase 26" "peptidyl-serine phosphorylation" "BnaCnng34240D" "calcium-dependent protein kinase 26" "LOC106433264" -4.25842499040182 6.73338700977519e-34
"106433264" "GO:0046777" "BP" "calcium-dependent protein kinase 26" "protein autophosphorylation" "BnaCnng34240D" "calcium-dependent protein kinase 26" "LOC106433264" -4.25842499040182 6.73338700977519e-34
"106433268" NA NA NA NA "BnaCnng34210D" "transport and Golgi organization 2 homolog" "LOC106433268" -1.35998255760027 0.0227799846571102
"106433290" NA NA NA NA "BnaC04g53490D" "uncharacterized BNAC04G53490D" "BNAC04G53490D" -6.74461042369464 7.608751811581e-34
"106433313" NA NA NA NA "BnaC05g28910D" "alpha/beta hydrolase domain-containing protein 17C" "LOC106433313" -4.02660602213522 4.20703577312057e-09
"106433325" "GO:0042546" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 30" "cell wall biogenesis" "BnaC05g28950D" "probable xyloglucan endotransglucosylase/hydrolase protein 30" "LOC106433325" -11.0310022686686 1.28329369406465e-48
"106433325" "GO:0071555" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 30" "cell wall organization" "BnaC05g28950D" "probable xyloglucan endotransglucosylase/hydrolase protein 30" "LOC106433325" -11.0310022686686 1.28329369406465e-48
"106433325" "GO:0010411" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 30" "xyloglucan metabolic process" "BnaC05g28950D" "probable xyloglucan endotransglucosylase/hydrolase protein 30" "LOC106433325" -11.0310022686686 1.28329369406465e-48
"106433393" NA NA NA NA "BnaA07g09220D" "protein NRT1/ PTR FAMILY 4.5" "LOC106433393" -9.80194272826923 9.65370211542021e-18
"106433395" NA NA NA NA "BnaA07g09060D" "probable galacturonosyltransferase-like 8" "LOC106433395" -2.55509175563283 0.000629708545619696
"106433515" "GO:0009409" "BP" "annexin D2" "response to cold" "BnaC03g49290D" "annexin D2" "LOC106433515" -2.03102058321349 5.49351869291849e-05
"106433515" "GO:0009408" "BP" "annexin D2" "response to heat" "BnaC03g49290D" "annexin D2" "LOC106433515" -2.03102058321349 5.49351869291849e-05
"106433515" "GO:0009651" "BP" "annexin D2" "response to salt stress" "BnaC03g49290D" "annexin D2" "LOC106433515" -2.03102058321349 5.49351869291849e-05
"106433515" "GO:0009414" "BP" "annexin D2" "response to water deprivation" "BnaC03g49290D" "annexin D2" "LOC106433515" -2.03102058321349 5.49351869291849e-05
"106433540" "GO:0045839" "BP" "cyclin-dependent protein kinase inhibitor SMR3" "negative regulation of mitotic nuclear division" "BnaCnng40440D" "cyclin-dependent protein kinase inhibitor SMR3" "LOC106433540" -5.62231178878543 1.22215872280129e-08
"106433540" "GO:0032875" "BP" "cyclin-dependent protein kinase inhibitor SMR3" "regulation of DNA endoreduplication" "BnaCnng40440D" "cyclin-dependent protein kinase inhibitor SMR3" "LOC106433540" -5.62231178878543 1.22215872280129e-08
"106433545" "GO:0051301" "BP" "putative cyclin-D7-1" "cell division" "BnaCnng03680D" "putative cyclin-D7-1" "LOC106433545" -8.049398677675 6.18823733065273e-53
"106433545" "GO:0044772" "BP" "putative cyclin-D7-1" "mitotic cell cycle phase transition" "BnaCnng03680D" "putative cyclin-D7-1" "LOC106433545" -8.049398677675 6.18823733065273e-53
"106433545" "GO:0000079" "BP" "putative cyclin-D7-1" "regulation of cyclin-dependent protein serine/threonine kinase activity" "BnaCnng03680D" "putative cyclin-D7-1" "LOC106433545" -8.049398677675 6.18823733065273e-53
"106433560" "GO:0051301" "BP" "putative cyclin-D7-1" "cell division" "BnaCnng03680D" "putative cyclin-D7-1" "LOC106433560" -8.049398677675 6.18823733065273e-53
"106433560" "GO:0044772" "BP" "putative cyclin-D7-1" "mitotic cell cycle phase transition" "BnaCnng03680D" "putative cyclin-D7-1" "LOC106433560" -8.049398677675 6.18823733065273e-53
"106433560" "GO:0000079" "BP" "putative cyclin-D7-1" "regulation of cyclin-dependent protein serine/threonine kinase activity" "BnaCnng03680D" "putative cyclin-D7-1" "LOC106433560" -8.049398677675 6.18823733065273e-53
"106433562" NA NA NA NA "BnaCnng03560D" "ABC transporter I family member 20" "LOC106433562" -3.03758280026622 4.36396459119766e-14
