"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS" "log2FoldChange" "padj"
"106447111" "GO:0006535" "BP" "cysteine synthase, chloroplastic/chromoplastic" "cysteine biosynthetic process from serine" "BnaC04g03050D" "cysteine synthase, chloroplastic/chromoplastic" "LOC106447111" 1.35672600496539 0.0205178986177055
"106447111" "GO:0009567" "BP" "cysteine synthase, chloroplastic/chromoplastic" "double fertilization forming a zygote and endosperm" "BnaC04g03050D" "cysteine synthase, chloroplastic/chromoplastic" "LOC106447111" 1.35672600496539 0.0205178986177055
"106447111" "GO:0009860" "BP" "cysteine synthase, chloroplastic/chromoplastic" "pollen tube growth" "BnaC04g03050D" "cysteine synthase, chloroplastic/chromoplastic" "LOC106447111" 1.35672600496539 0.0205178986177055
"106447119" "GO:0002181" "BP" "60S ribosomal protein L31-1" "cytoplasmic translation" "BnaA09g09960D" "60S ribosomal protein L31-1" "LOC106447119" 1.8667428356522 5.66147455558332e-05
"106447135" NA NA NA NA "BnaCnng49070D" "uncharacterized BNACNNG49070D" "BNACNNG49070D" 2.32762800122886 0.000150852422769102
"106447237" "GO:0006468" "BP" "leucine-rich repeat receptor-like serine/threonine-protein kinase At1g17230" "protein phosphorylation" "BnaC05g13410D" "leucine-rich repeat receptor-like serine/threonine-protein kinase At1g17230" "LOC106447237" 2.99036349478013 0.000158865214171059
"106447241" NA NA NA NA "BnaC05g13470D" "uncharacterized protein YpgQ" "BNAC05G13470D" 2.29786812183773 5.00543666382261e-05
"106447242" "GO:0046856" "BP" "phosphoinositide phosphatase SAC5" "phosphatidylinositol dephosphorylation" "BnaC05g13480D" "phosphoinositide phosphatase SAC5" "LOC106447242" 2.47524544464967 2.7732535864926e-06
"106447260" NA NA NA NA "BnaC05g13620D" "uncharacterized BNAC05G13620D" "BNAC05G13620D" 3.02630587427757 3.02196944942689e-09
"106447359" NA NA NA NA "BnaA09g14920D" "mucin-2" "LOC106447359" 1.27904467061899 0.00177956057961115
"106447369" "GO:0006526" "BP" "arginine biosynthesis bifunctional protein ArgJ, chloroplastic" "arginine biosynthetic process" "BnaA04g21470D" "arginine biosynthesis bifunctional protein ArgJ, chloroplastic" "LOC106447369" 2.61173068863203 1.36609836045502e-05
"106447369" "GO:0006592" "BP" "arginine biosynthesis bifunctional protein ArgJ, chloroplastic" "ornithine biosynthetic process" "BnaA04g21470D" "arginine biosynthesis bifunctional protein ArgJ, chloroplastic" "LOC106447369" 2.61173068863203 1.36609836045502e-05
"106447414" "GO:0006465" "BP" "signal peptidase complex catalytic subunit SEC11C-like" "signal peptide processing" "BnaC06g05420D" "signal peptidase complex catalytic subunit SEC11C-like" "LOC106447414" 1.2363523477218 0.00965868524782412
"106447422" NA NA NA NA "BnaA06g01880D" "pentatricopeptide repeat-containing protein At1g52620-like" "LOC106447422" 2.44056861500317 9.13456558828081e-05
"106447424" "GO:0000447" "BP" "ribosome biogenesis regulatory protein homolog" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA04g21760D" "ribosome biogenesis regulatory protein homolog" "LOC106447424" 1.99934685671278 0.000150308545161293
"106447424" "GO:0042273" "BP" "ribosome biogenesis regulatory protein homolog" "ribosomal large subunit biogenesis" "BnaA04g21760D" "ribosome biogenesis regulatory protein homolog" "LOC106447424" 1.99934685671278 0.000150308545161293
"106447424" "GO:0000055" "BP" "ribosome biogenesis regulatory protein homolog" "ribosomal large subunit export from nucleus" "BnaA04g21760D" "ribosome biogenesis regulatory protein homolog" "LOC106447424" 1.99934685671278 0.000150308545161293
"106447453" NA NA NA NA "BnaA06g01860D" "pentatricopeptide repeat-containing protein At1g52640, mitochondrial" "LOC106447453" 2.58920675873638 0.00640057196210226
"106447470" "GO:0000027" "BP" "60S ribosomal protein L23a-1" "ribosomal large subunit assembly" "BnaC03g22120D" "60S ribosomal protein L23a-1" "LOC106447470" 3.00374034447832 1.16660711785933e-10
"106447470" "GO:0006412" "BP" "60S ribosomal protein L23a-1" "translation" "BnaC03g22120D" "60S ribosomal protein L23a-1" "LOC106447470" 3.00374034447832 1.16660711785933e-10
"106447630" "GO:0006412" "BP" "60S ribosomal protein L23" "translation" "BnaC03g33700D" "60S ribosomal protein L23" "LOC106447630" 2.1108972762126 5.85098232773272e-07
"106447649" "GO:0000470" "BP" "25S rRNA (cytosine-C(5))-methyltransferase NOP2A" "maturation of LSU-rRNA" "BnaC09g32470D" "25S rRNA (cytosine-C(5))-methyltransferase NOP2A" "LOC106447649" 2.16697627696505 5.25023778478926e-06
"106447649" "GO:0001510" "BP" "25S rRNA (cytosine-C(5))-methyltransferase NOP2A" "RNA methylation" "BnaC09g32470D" "25S rRNA (cytosine-C(5))-methyltransferase NOP2A" "LOC106447649" 2.16697627696505 5.25023778478926e-06
"106447649" "GO:0070475" "BP" "25S rRNA (cytosine-C(5))-methyltransferase NOP2A" "rRNA base methylation" "BnaC09g32470D" "25S rRNA (cytosine-C(5))-methyltransferase NOP2A" "LOC106447649" 2.16697627696505 5.25023778478926e-06
"106447650" NA NA NA NA "BnaC09g32480D" "ER membrane protein complex subunit 8/9 homolog" "LOC106447650" 1.79508179594586 7.37052015788951e-05
"106447867" "GO:0006412" "BP" "60S ribosomal protein L13-1" "translation" "BnaA01g20630D" "60S ribosomal protein L13-1" "LOC106447867" 2.07823315974229 2.3879131260531e-05
"106447963" "GO:0071577" "BP" "fe(2+) transport protein 3, chloroplastic" "zinc ion transmembrane transport" "BnaA09g13960D" "fe(2+) transport protein 3, chloroplastic" "LOC106447963" 3.29392215985344 6.10602622296223e-10
"106447988" NA NA NA NA "BnaA09g13970D" "ferredoxin, leaf L-A" "LOC106447988" 2.26035344432995 0.000239183098169195
"106448068" "GO:0002181" "BP" "60S ribosomal protein L26-1" "cytoplasmic translation" "BnaAnng34410D" "60S ribosomal protein L26-1" "LOC106448068" 2.43961605178696 1.07933335955694e-07
"106448068" "GO:0042273" "BP" "60S ribosomal protein L26-1" "ribosomal large subunit biogenesis" "BnaAnng34410D" "60S ribosomal protein L26-1" "LOC106448068" 2.43961605178696 1.07933335955694e-07
"106448574" NA NA NA NA "BnaC07g06550D" "putative F-box protein At1g47790" "LOC106448574" 3.58481891467645 0.000107557429724078
"106448931" NA NA NA NA "BnaA05g09250D" "F-box/kelch-repeat protein At4g38940" "LOC106448931" 3.16105803190693 3.38453011850302e-09
"106449027" "GO:0006351" "BP" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "DNA-templated transcription" "BnaA08g25270D" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "LOC106449027" 1.78430426017441 0.000137610716622903
"106449027" "GO:0006360" "BP" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "transcription by RNA polymerase I" "BnaA08g25270D" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "LOC106449027" 1.78430426017441 0.000137610716622903
"106449027" "GO:0006366" "BP" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "transcription by RNA polymerase II" "BnaA08g25270D" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "LOC106449027" 1.78430426017441 0.000137610716622903
"106449027" "GO:0042797" "BP" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "tRNA transcription by RNA polymerase III" "BnaA08g25270D" "DNA-directed RNA polymerases I, II, and III subunit RPABC5" "LOC106449027" 1.78430426017441 0.000137610716622903
"106449169" "GO:0009736" "BP" "two-component response regulator ARR5" "cytokinin-activated signaling pathway" "BnaCnng35610D" "two-component response regulator ARR5" "LOC106449169" 7.06278017653166 3.40535110339583e-08
"106449169" "GO:0000160" "BP" "two-component response regulator ARR5" "phosphorelay signal transduction system" "BnaCnng35610D" "two-component response regulator ARR5" "LOC106449169" 7.06278017653166 3.40535110339583e-08
"106449282" "GO:0006826" "BP" "solute carrier family 40 member 3, chloroplastic" "iron ion transport" "BnaC02g48480D" "solute carrier family 40 member 3, chloroplastic" "LOC106449282" 1.69151730360649 0.00191817938100462
"106449309" NA NA NA NA "BnaA03g53610D" "uncharacterized BNAA03G53610D" "BNAA03G53610D" 9.52831287392746 5.96499372356911e-13
"106449411" NA NA NA NA "BnaCnng30260D" "putative cysteine-rich repeat secretory protein 17" "LOC106449411" 3.6095289289942 3.47914226585665e-14
"106449582" "GO:0019915" "BP" "oleosin-B2" "lipid storage" "BnaC09g47930D" "oleosin-B2" "LOC106449582" 2.50291015435084 1.12715933896547e-06
"106449582" "GO:0022414" "BP" "oleosin-B2" "reproductive process" "BnaC09g47930D" "oleosin-B2" "LOC106449582" 2.50291015435084 1.12715933896547e-06
"106449582" "GO:0019953" "BP" "oleosin-B2" "sexual reproduction" "BnaC09g47930D" "oleosin-B2" "LOC106449582" 2.50291015435084 1.12715933896547e-06
"106449633" NA NA NA NA "BnaA04g10560D" "arabinogalactan protein 24-like" "LOC106449633" 4.24312104822546 1.59322874690521e-08
"106449772" NA NA NA NA "BnaCnng32530D" "uncharacterized BNACNNG32530D" "BNACNNG32530D" 6.65024629941632 0.00128786284111976
"106449825" "GO:0009694" "BP" "methylesterase 7" "jasmonic acid metabolic process" "BnaA04g13730D" "methylesterase 7" "LOC106449825" 8.71836703767491 0.0002852794504301
"106449825" "GO:0009696" "BP" "methylesterase 7" "salicylic acid metabolic process" "BnaA04g13730D" "methylesterase 7" "LOC106449825" 8.71836703767491 0.0002852794504301
"106449902" NA NA NA NA "BnaC04g36700D" "F-box/kelch-repeat protein At1g64840" "LOC106449902" 9.95856426257996 8.9244607597389e-23
"106449922" "GO:0006260" "BP" "replication protein A 32 kDa subunit A" "DNA replication" "BnaC04g36350D" "replication protein A 32 kDa subunit A" "LOC106449922" 1.90218154141163 0.000472498961830951
"106449922" "GO:0000724" "BP" "replication protein A 32 kDa subunit A" "double-strand break repair via homologous recombination" "BnaC04g36350D" "replication protein A 32 kDa subunit A" "LOC106449922" 1.90218154141163 0.000472498961830951
"106449922" "GO:0006289" "BP" "replication protein A 32 kDa subunit A" "nucleotide-excision repair" "BnaC04g36350D" "replication protein A 32 kDa subunit A" "LOC106449922" 1.90218154141163 0.000472498961830951
"106449959" NA NA NA NA "BnaA04g16030D" "pentatricopeptide repeat-containing protein At2g27800, mitochondrial" "BNAA04G16030D" 1.8258804212954 0.000856846020282324
"106450061" "GO:0006412" "BP" "40S ribosomal protein S12-1" "translation" "BnaC04g42750D" "40S ribosomal protein S12-1" "LOC106450061" 2.8752565705418 5.07825141843618e-11
"106450069" NA NA NA NA "BnaA04g28930D" "cysteine proteinase inhibitor 2-like" "LOC106450069" 4.25953979500553 1.06132506162567e-19
"106450118" NA NA NA NA "BnaA04g18910D" "uncharacterized BNAA04G18910D" "BNAA04G18910D" 10.2037904987316 0.00185824235111753
"106450130" "GO:0006412" "BP" "40S ribosomal protein S30" "translation" "BnaA09g09970D" "40S ribosomal protein S30" "LOC106450130" 2.25894174363252 1.22215678648186e-06
"106450213" "GO:0005975" "BP" "beta-fructofuranosidase, insoluble isoenzyme CWINV4" "carbohydrate metabolic process" "BnaAnng07590D" "beta-fructofuranosidase, insoluble isoenzyme CWINV4" "CWINV4-2" 5.21185735451157 0.000349657211462155
"106450287" "GO:0006412" "BP" "ribosomal protein S14, mitochondrial-like" "translation" "BnaA05g09320D" "ribosomal protein S14, mitochondrial-like" "LOC106450287" 2.83034746446386 4.91574198550518e-06
"106450318" "GO:0000028" "BP" "40S ribosomal protein S5-1-like" "ribosomal small subunit assembly" "BnaAnng09380D" "40S ribosomal protein S5-1-like" "LOC106450318" 1.99772600500613 4.2645908831339e-06
"106450318" "GO:0006412" "BP" "40S ribosomal protein S5-1-like" "translation" "BnaAnng09380D" "40S ribosomal protein S5-1-like" "LOC106450318" 1.99772600500613 4.2645908831339e-06
"106450521" "GO:0006265" "BP" "DNA topoisomerase 6 subunit A" "DNA topological change" "BnaCnng03220D" "DNA topoisomerase 6 subunit A" "LOC106450521" 2.20109166061968 2.56315782074177e-06
"106450521" "GO:0042138" "BP" "DNA topoisomerase 6 subunit A" "meiotic DNA double-strand break formation" "BnaCnng03220D" "DNA topoisomerase 6 subunit A" "LOC106450521" 2.20109166061968 2.56315782074177e-06
"106450521" "GO:0000706" "BP" "DNA topoisomerase 6 subunit A" "meiotic DNA double-strand break processing" "BnaCnng03220D" "DNA topoisomerase 6 subunit A" "LOC106450521" 2.20109166061968 2.56315782074177e-06
"106450521" "GO:0007131" "BP" "DNA topoisomerase 6 subunit A" "reciprocal meiotic recombination" "BnaCnng03220D" "DNA topoisomerase 6 subunit A" "LOC106450521" 2.20109166061968 2.56315782074177e-06
"106450524" "GO:0006412" "BP" "60S ribosomal protein L4-1" "translation" "BnaCnng03190D" "60S ribosomal protein L4-1" "LOC106450524" 2.24175016763178 5.90594854377974e-05
"106450554" "GO:0006508" "BP" "protease Do-like 9" "proteolysis" "BnaA04g11770D" "protease Do-like 9" "LOC106450554" 1.80268431017436 0.000281581237115964
"106450560" NA NA NA NA "BnaA04g11570D" "protein CHLORORESPIRATORY REDUCTION 7, chloroplastic" "LOC106450560" 8.55835562302003 1.13275395834968e-09
"106450734" "GO:0007165" "BP" "serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B'" "signal transduction" "BnaC05g09900D" "serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B'" "LOC106450734" 1.41481596832452 0.00691483020921941
"106450749" "GO:0006002" "BP" "pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1" "fructose 6-phosphate metabolic process" "BnaC05g09740D" "pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1" "LOC106450749" 1.94108984622695 1.83253429557148e-06
"106450749" "GO:0015979" "BP" "pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1" "photosynthesis" "BnaC05g09740D" "pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1" "LOC106450749" 1.94108984622695 1.83253429557148e-06
"106450749" "GO:0009749" "BP" "pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1" "response to glucose" "BnaC05g09740D" "pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1" "LOC106450749" 1.94108984622695 1.83253429557148e-06
"106450779" "GO:0007015" "BP" "rac-like GTP-binding protein ARAC9" "actin filament organization" "BnaA05g34500D" "rac-like GTP-binding protein ARAC9" "LOC106450779" 9.47882679685624 0.000237980776796382
"106450779" "GO:0030865" "BP" "rac-like GTP-binding protein ARAC9" "cortical cytoskeleton organization" "BnaA05g34500D" "rac-like GTP-binding protein ARAC9" "LOC106450779" 9.47882679685624 0.000237980776796382
"106450779" "GO:0007163" "BP" "rac-like GTP-binding protein ARAC9" "establishment or maintenance of cell polarity" "BnaA05g34500D" "rac-like GTP-binding protein ARAC9" "LOC106450779" 9.47882679685624 0.000237980776796382
"106450779" "GO:0032956" "BP" "rac-like GTP-binding protein ARAC9" "regulation of actin cytoskeleton organization" "BnaA05g34500D" "rac-like GTP-binding protein ARAC9" "LOC106450779" 9.47882679685624 0.000237980776796382
"106450779" "GO:0008360" "BP" "rac-like GTP-binding protein ARAC9" "regulation of cell shape" "BnaA05g34500D" "rac-like GTP-binding protein ARAC9" "LOC106450779" 9.47882679685624 0.000237980776796382
"106450779" "GO:0007264" "BP" "rac-like GTP-binding protein ARAC9" "small GTPase mediated signal transduction" "BnaA05g34500D" "rac-like GTP-binding protein ARAC9" "LOC106450779" 9.47882679685624 0.000237980776796382
"106450810" NA NA NA NA "BnaC04g05540D" "serine/threonine-protein phosphatase PP1 isozyme 4-like" "LOC106450810" 1.09004833872438 0.027346447494422
"106450861" "GO:0006979" "BP" "probable glutathione peroxidase 8" "response to oxidative stress" "BnaC09g11240D" "probable glutathione peroxidase 8" "LOC106450861" 1.30997091877832 0.0387174361338147
"106450864" "GO:0009414" "BP" "aquaporin PIP1-2" "response to water deprivation" "BnaC04g04640D" "aquaporin PIP1-2" "LOC106450864" 3.51712807124245 6.69039162536615e-08
"106450904" "GO:0006412" "BP" "40S ribosomal protein S13-2-like" "translation" "BnaC04g56900D" "40S ribosomal protein S13-2-like" "LOC106450904" 2.15658136159199 6.95636780857854e-06
"106450924" "GO:0009451" "BP" "pentatricopeptide repeat-containing protein At2g46050, mitochondrial" "RNA modification" "BnaC04g04720D" "pentatricopeptide repeat-containing protein At2g46050, mitochondrial" "LOC106450924" 3.93670416739828 0.00230766465600617
"106450937" "GO:0006468" "BP" "U-box domain-containing protein 33" "protein phosphorylation" "BnaC04g04610D" "U-box domain-containing protein 33" "LOC106450937" 1.3291604188925 0.0105303459189779
"106450944" "GO:0009298" "BP" "phosphomannomutase" "GDP-mannose biosynthetic process" "BnaC04g04500D" "phosphomannomutase" "LOC106450944" 1.58169977637367 0.00558400334359827
"106450944" "GO:0006013" "BP" "phosphomannomutase" "mannose metabolic process" "BnaC04g04500D" "phosphomannomutase" "LOC106450944" 1.58169977637367 0.00558400334359827
"106450944" "GO:0006487" "BP" "phosphomannomutase" "protein N-linked glycosylation" "BnaC04g04500D" "phosphomannomutase" "LOC106450944" 1.58169977637367 0.00558400334359827
"106450978" "GO:0006281" "BP" "replication factor C subunit 2" "DNA repair" "BnaA09g10830D" "replication factor C subunit 2" "LOC106450978" 1.53136737007055 0.00642317006647169
"106450978" "GO:0006261" "BP" "replication factor C subunit 2" "DNA-templated DNA replication" "BnaA09g10830D" "replication factor C subunit 2" "LOC106450978" 1.53136737007055 0.00642317006647169
"106451002" "GO:0000027" "BP" "60S ribosomal protein L23a-1" "ribosomal large subunit assembly" "BnaC03g22120D" "60S ribosomal protein L23a-1" "LOC106451002" 3.00374034447832 1.16660711785933e-10
"106451002" "GO:0006412" "BP" "60S ribosomal protein L23a-1" "translation" "BnaC03g22120D" "60S ribosomal protein L23a-1" "LOC106451002" 3.00374034447832 1.16660711785933e-10
"106451147" "GO:0003333" "BP" "tyrosine-specific transport system 2" "amino acid transmembrane transport" "BnaC04g11250D" "tyrosine-specific transport system 2" "LOC106451147" 1.77142165998425 0.0216478072566597
"106451152" NA NA NA NA "BnaC04g11110D" "probable peroxygenase 3" "LOC106451152" 3.87822364518041 5.96083418650677e-05
"106451156" "GO:0016554" "BP" "multiple organellar RNA editing factor 2, chloroplastic-like" "cytidine to uridine editing" "BnaC04g11080D" "multiple organellar RNA editing factor 2, chloroplastic-like" "LOC106451156" 2.45826907417068 1.31417629497014e-05
"106451156" "GO:0080156" "BP" "multiple organellar RNA editing factor 2, chloroplastic-like" "mitochondrial mRNA modification" "BnaC04g11080D" "multiple organellar RNA editing factor 2, chloroplastic-like" "LOC106451156" 2.45826907417068 1.31417629497014e-05
"106451156" "GO:0006397" "BP" "multiple organellar RNA editing factor 2, chloroplastic-like" "mRNA processing" "BnaC04g11080D" "multiple organellar RNA editing factor 2, chloroplastic-like" "LOC106451156" 2.45826907417068 1.31417629497014e-05
"106451162" "GO:0006508" "BP" "serine carboxypeptidase-like 46" "proteolysis" "BnaC04g10990D" "serine carboxypeptidase-like 46" "LOC106451162" 3.58093262331524 0.0287261516912852
"106451191" "GO:0009734" "BP" "auxin response factor 3" "auxin-activated signaling pathway" "BnaCnng05140D" "auxin response factor 3" "LOC106451191" 2.05463563625278 0.00067070438315087
"106451191" "GO:0006355" "BP" "auxin response factor 3" "regulation of DNA-templated transcription" "BnaCnng05140D" "auxin response factor 3" "LOC106451191" 2.05463563625278 0.00067070438315087
"106451196" "GO:0009768" "BP" "chlorophyll a-b binding protein 4, chloroplastic" "photosynthesis, light harvesting in photosystem I" "BnaCnng15190D" "chlorophyll a-b binding protein 4, chloroplastic" "LOC106451196" 2.52643027373446 1.66861373671553e-05
"106451196" "GO:0009416" "BP" "chlorophyll a-b binding protein 4, chloroplastic" "response to light stimulus" "BnaCnng15190D" "chlorophyll a-b binding protein 4, chloroplastic" "LOC106451196" 2.52643027373446 1.66861373671553e-05
"106451222" "GO:0002181" "BP" "60S ribosomal protein L26-1" "cytoplasmic translation" "BnaC08g21480D" "60S ribosomal protein L26-1" "LOC106451222" 2.48172927535661 1.21002274707132e-07
"106451222" "GO:0042273" "BP" "60S ribosomal protein L26-1" "ribosomal large subunit biogenesis" "BnaC08g21480D" "60S ribosomal protein L26-1" "LOC106451222" 2.48172927535661 1.21002274707132e-07
"106451287" NA NA NA NA "BnaA05g35110D" "uncharacterized BNAA05G35110D" "BNAA05G35110D" 1.39471528501123 0.0222636478688384
"106451290" NA NA NA NA "BnaAnng16110D" "cytochrome b5" "LOC106451290" 1.70766072197445 0.00175433048164049
"106451331" "GO:0043928" "BP" "probable CCR4-associated factor 1 homolog 7" "exonucleolytic catabolism of deadenylated mRNA" "BnaA05g35260D" "probable CCR4-associated factor 1 homolog 7" "LOC106451331" 1.34802996493991 0.0133600148998722
"106451348" "GO:0044210" "BP" "CTP synthase-like" "'de novo' CTP biosynthetic process" "BnaA09g54360D" "CTP synthase-like" "LOC106451348" 4.07088907028641 1.56326255917879e-15
"106451348" "GO:0006241" "BP" "CTP synthase-like" "CTP biosynthetic process" "BnaA09g54360D" "CTP synthase-like" "LOC106451348" 4.07088907028641 1.56326255917879e-15
"106451348" "GO:0006541" "BP" "CTP synthase-like" "glutamine metabolic process" "BnaA09g54360D" "CTP synthase-like" "LOC106451348" 4.07088907028641 1.56326255917879e-15
"106451348" "GO:0019856" "BP" "CTP synthase-like" "pyrimidine nucleobase biosynthetic process" "BnaA09g54360D" "CTP synthase-like" "LOC106451348" 4.07088907028641 1.56326255917879e-15
"106451362" NA NA NA NA "BnaA01g35880D" "uncharacterized BNAA01G35880D" "BNAA01G35880D" 1.86071573036983 0.000633356285798723
"106451387" "GO:0006636" "BP" "delta-9 acyl-lipid desaturase 2" "unsaturated fatty acid biosynthetic process" "BnaA05g11380D" "delta-9 acyl-lipid desaturase 2" "LOC106451387" 1.38904094383121 0.000165887614230555
"106451413" "GO:0015979" "BP" "photosystem II reaction center W protein, chloroplastic" "photosynthesis" "BnaA05g11890D" "photosystem II reaction center W protein, chloroplastic" "LOC106451413" 1.59725483169283 0.012718799355564
"106451413" "GO:0042549" "BP" "photosystem II reaction center W protein, chloroplastic" "photosystem II stabilization" "BnaA05g11890D" "photosystem II reaction center W protein, chloroplastic" "LOC106451413" 1.59725483169283 0.012718799355564
"106451422" "GO:0007023" "BP" "tubulin-folding cofactor A" "post-chaperonin tubulin folding pathway" "BnaA05g12000D" "tubulin-folding cofactor A" "LOC106451422" 1.16910445751829 0.0117927742092649
"106451422" "GO:0006457" "BP" "tubulin-folding cofactor A" "protein folding" "BnaA05g12000D" "tubulin-folding cofactor A" "LOC106451422" 1.16910445751829 0.0117927742092649
"106451422" "GO:0007021" "BP" "tubulin-folding cofactor A" "tubulin complex assembly" "BnaA05g12000D" "tubulin-folding cofactor A" "LOC106451422" 1.16910445751829 0.0117927742092649
"106451435" NA NA NA NA "BnaA05g12120D" "RNA-directed DNA methylation 4" "LOC106451435" 1.90242671414425 0.000428003767701816
"106451460" "GO:0070588" "BP" "sodium/calcium exchanger NCL" "calcium ion transmembrane transport" "BnaC06g06210D" "sodium/calcium exchanger NCL" "BNAC06G06210D" 2.41565355037923 5.25625977570516e-06
"106451460" "GO:0006874" "BP" "sodium/calcium exchanger NCL" "cellular calcium ion homeostasis" "BnaC06g06210D" "sodium/calcium exchanger NCL" "BNAC06G06210D" 2.41565355037923 5.25625977570516e-06
"106451489" "GO:0007166" "BP" "protein MID1-COMPLEMENTING ACTIVITY 1" "cell surface receptor signaling pathway" "BnaAnng08310D" "protein MID1-COMPLEMENTING ACTIVITY 1" "LOC106451489" 5.64784368172653 4.36092951292881e-07
"106451505" "GO:0009082" "BP" "dihydroxy-acid dehydratase, chloroplastic" "branched-chain amino acid biosynthetic process" "BnaC01g30200D" "dihydroxy-acid dehydratase, chloroplastic" "LOC106451505" 2.26934856796737 7.13905004860631e-06
"106451505" "GO:0008652" "BP" "dihydroxy-acid dehydratase, chloroplastic" "cellular amino acid biosynthetic process" "BnaC01g30200D" "dihydroxy-acid dehydratase, chloroplastic" "LOC106451505" 2.26934856796737 7.13905004860631e-06
"106451515" "GO:0006272" "BP" "proliferating cellular nuclear antigen 1" "leading strand elongation" "BnaC04g54440D" "proliferating cellular nuclear antigen 1" "LOC106451515" 1.43013226857799 0.0141164349048248
"106451515" "GO:0006298" "BP" "proliferating cellular nuclear antigen 1" "mismatch repair" "BnaC04g54440D" "proliferating cellular nuclear antigen 1" "LOC106451515" 1.43013226857799 0.0141164349048248
"106451515" "GO:0006275" "BP" "proliferating cellular nuclear antigen 1" "regulation of DNA replication" "BnaC04g54440D" "proliferating cellular nuclear antigen 1" "LOC106451515" 1.43013226857799 0.0141164349048248
"106451515" "GO:0019985" "BP" "proliferating cellular nuclear antigen 1" "translesion synthesis" "BnaC04g54440D" "proliferating cellular nuclear antigen 1" "LOC106451515" 1.43013226857799 0.0141164349048248
"106451529" "GO:0006351" "BP" "DNA-directed RNA polymerases I and III subunit RPAC2" "DNA-templated transcription" "BnaA05g12500D" "DNA-directed RNA polymerases I and III subunit RPAC2" "LOC106451529" 4.21584972657214 0.00109975422489427
"106451543" NA NA NA NA "BnaAnng27520D" "peptide chain release factor PrfB1, chloroplastic" "LOC106451543" 2.29520771670683 3.78171591679449e-05
"106451555" NA NA NA NA "BnaA05g13000D" "uncharacterized BNAA05G13000D" "BNAA05G13000D" 1.52999087656891 0.00205873503142444
"106451560" "GO:0006730" "BP" "S-adenosylmethionine synthase 2" "one-carbon metabolic process" "BnaA01g36920D" "S-adenosylmethionine synthase 2" "LOC106451560" 1.4151612819839 0.0208741054941992
"106451560" "GO:0006556" "BP" "S-adenosylmethionine synthase 2" "S-adenosylmethionine biosynthetic process" "BnaA01g36920D" "S-adenosylmethionine synthase 2" "LOC106451560" 1.4151612819839 0.0208741054941992
"106451593" "GO:0002181" "BP" "60S ribosomal protein L8-3-like" "cytoplasmic translation" "BnaC07g45990D" "60S ribosomal protein L8-3-like" "LOC106451593" 1.92604208898621 6.96278130755662e-05
"106451630" "GO:0006081" "BP" "aldehyde dehydrogenase family 3 member F1" "cellular aldehyde metabolic process" "BnaA03g59170D" "aldehyde dehydrogenase family 3 member F1" "LOC106451630" 2.36955190150887 0.0038312168792456
"106451683" "GO:0035556" "BP" "serine/threonine-protein kinase SRK2A" "intracellular signal transduction" "BnaA01g23120D" "serine/threonine-protein kinase SRK2A" "LOC106451683" 3.16379756251587 0.000692999259511203
"106451683" "GO:0006468" "BP" "serine/threonine-protein kinase SRK2A" "protein phosphorylation" "BnaA01g23120D" "serine/threonine-protein kinase SRK2A" "LOC106451683" 3.16379756251587 0.000692999259511203
"106451792" "GO:0055085" "BP" "ABC transporter G family member 14" "transmembrane transport" "BnaA05g36020D" "ABC transporter G family member 14" "LOC106451792" 4.48693619211743 0.0299694116721063
"106451796" "GO:0006631" "BP" "acyl-CoA-binding protein-like" "fatty acid metabolic process" "BnaA05g36060D" "acyl-CoA-binding protein-like" "LOC106451796" 1.29558154061208 0.00423635680088173
"106451829" "GO:0006357" "BP" "transcription factor bHLH80" "regulation of transcription by RNA polymerase II" "BnaA05g18250D" "transcription factor bHLH80" "BnabHLH099" 2.42126195939974 0.0124160287850818
"106451834" "GO:0006457" "BP" "protein disulfide-isomerase 5-2" "protein folding" "BnaAnng04610D" "protein disulfide-isomerase 5-2" "LOC106451834" 1.39156898892171 0.00779721686717315
"106451834" "GO:0034976" "BP" "protein disulfide-isomerase 5-2" "response to endoplasmic reticulum stress" "BnaAnng04610D" "protein disulfide-isomerase 5-2" "LOC106451834" 1.39156898892171 0.00779721686717315
