"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS"
"106432055" "GO:0009723" "BP" "transcription factor KUA1" "response to ethylene" "BnaA09g18280D" "transcription factor KUA1" "BNAA09G18280D"
"106432055" "GO:0009739" "BP" "transcription factor KUA1" "response to gibberellin" "BnaA09g18280D" "transcription factor KUA1" "BNAA09G18280D"
"106432129" "GO:0006511" "BP" "E3 ubiquitin-protein ligase SINAT2" "ubiquitin-dependent protein catabolic process" "BnaCnng31730D" "E3 ubiquitin-protein ligase SINAT2" "LOC106432129"
"106432325" NA NA NA NA "BnaC04g55830D" "AIG2-like protein A" "LOC106432325"
"106432367" "GO:0030422" "BP" "ribonuclease 3-like protein 2" "siRNA processing" "BnaC05g31650D" "ribonuclease 3-like protein 2" "LOC106432367"
"106432390" NA NA NA NA "BnaC05g51520D" "probable calcium-binding protein CML17" "LOC106432390"
"106432553" NA NA NA NA "BnaC02g03550D" "metallothionein-like protein type 2, MT2-22" "MP1"
"106432553" NA NA NA NA "BnaC02g03550D" "metallothionein-like protein type 2, MT2-22" "LOC106432553"
"106432690" NA NA NA NA "BnaA03g53940D" "cytochrome P450 81D11" "LOC106432690"
"106432786" "GO:0009768" "BP" "chlorophyll a-b binding protein 1, chloroplastic" "photosynthesis, light harvesting in photosystem I" "BnaA04g20150D" "chlorophyll a-b binding protein 1, chloroplastic" "LOC106432786"
"106432786" "GO:0009416" "BP" "chlorophyll a-b binding protein 1, chloroplastic" "response to light stimulus" "BnaA04g20150D" "chlorophyll a-b binding protein 1, chloroplastic" "LOC106432786"
"106432802" "GO:0002181" "BP" "60S ribosomal protein L31-3" "cytoplasmic translation" "BnaA03g10640D" "60S ribosomal protein L31-3" "LOC106432802"
"106432846" NA NA NA NA "BnaCnng18390D" "uncharacterized protein At1g51745" "BNACNNG18390D"
"106432856" "GO:0009653" "BP" "expansin-A13" "anatomical structure morphogenesis" "BnaCnng18430D" "expansin-A13" "LOC106432856"
"106432856" "GO:0009664" "BP" "expansin-A13" "plant-type cell wall organization" "BnaCnng18430D" "expansin-A13" "LOC106432856"
"106432917" "GO:0000209" "BP" "ubiquitin-conjugating enzyme E2 4" "protein polyubiquitination" "BnaCnng33990D" "ubiquitin-conjugating enzyme E2 4" "LOC106432917"
"106432917" "GO:0006511" "BP" "ubiquitin-conjugating enzyme E2 4" "ubiquitin-dependent protein catabolic process" "BnaCnng33990D" "ubiquitin-conjugating enzyme E2 4" "LOC106432917"
"106432938" "GO:0005975" "BP" "glucan endo-1,3-beta-glucosidase 3-like" "carbohydrate metabolic process" "BnaC02g34070D" "glucan endo-1,3-beta-glucosidase 3-like" "LOC106432938"
"106432980" "GO:0000272" "BP" "endo-1,4-beta-xylanase 5" "polysaccharide catabolic process" "BnaA08g11430D" "endo-1,4-beta-xylanase 5" "LOC106432980"
"106433019" "GO:0006869" "BP" "non-specific lipid-transfer protein 2" "lipid transport" "BnaA02g12590D" "non-specific lipid-transfer protein 2" "LOC106433019"
"106433186" NA NA NA NA "BnaA04g21530D" "histone H4" "LOC106433186"
"106433186" NA NA NA NA "BnaA03g09320D" "histone H4" "LOC106433186"
"106433186" NA NA NA NA "BnaA04g16620D" "histone H4" "LOC106433186"
"106433186" NA NA NA NA "BnaC03g11650D" "histone H4" "LOC106433186"
"106433186" NA NA NA NA "BnaA06g04320D" "histone H4" "LOC106433186"
"106433222" "GO:0006952" "BP" "osmotin-like protein" "defense response" "BnaC04g15370D" "osmotin-like protein" "LOC106433222"
"106433277" NA NA NA NA "BnaA01g31100D" "protein yippee-like At3g11230" "LOC106433277"
"106433369" "GO:0006412" "BP" "40S ribosomal protein S24-1" "translation" "BnaA01g33350D" "40S ribosomal protein S24-1" "LOC106433369"
"106433393" NA NA NA NA "BnaA07g09220D" "protein NRT1/ PTR FAMILY 4.5" "LOC106433393"
"106433515" "GO:0009409" "BP" "annexin D2" "response to cold" "BnaC03g49290D" "annexin D2" "LOC106433515"
"106433515" "GO:0009408" "BP" "annexin D2" "response to heat" "BnaC03g49290D" "annexin D2" "LOC106433515"
"106433515" "GO:0009651" "BP" "annexin D2" "response to salt stress" "BnaC03g49290D" "annexin D2" "LOC106433515"
"106433515" "GO:0009414" "BP" "annexin D2" "response to water deprivation" "BnaC03g49290D" "annexin D2" "LOC106433515"
"106433540" "GO:0045839" "BP" "cyclin-dependent protein kinase inhibitor SMR3" "negative regulation of mitotic nuclear division" "BnaCnng40440D" "cyclin-dependent protein kinase inhibitor SMR3" "LOC106433540"
"106433540" "GO:0032875" "BP" "cyclin-dependent protein kinase inhibitor SMR3" "regulation of DNA endoreduplication" "BnaCnng40440D" "cyclin-dependent protein kinase inhibitor SMR3" "LOC106433540"
"106433557" NA NA NA NA "BnaA10g27170D" "metallothionein-like protein type 2, MT2-4/MT2-25" "LOC106433557"
"106433705" NA NA NA NA "BnaA03g06940D" "napin embryo-specific" "LOC106433705"
"106433718" NA NA NA NA "BnaA06g14350D" "pentatricopeptide repeat-containing protein At1g20300, mitochondrial" "LOC106433718"
"106433769" NA NA NA NA "BnaA09g15610D" "uncharacterized BNAA09G15610D" "BNAA09G15610D"
"106433957" "GO:0006015" "BP" "ribose-phosphate pyrophosphokinase 4" "5-phosphoribose 1-diphosphate biosynthetic process" "BnaCnng35810D" "ribose-phosphate pyrophosphokinase 4" "LOC106433957"
"106433957" "GO:0006164" "BP" "ribose-phosphate pyrophosphokinase 4" "purine nucleotide biosynthetic process" "BnaCnng35810D" "ribose-phosphate pyrophosphokinase 4" "LOC106433957"
"106434442" NA NA NA NA "BnaC01g07530D" "uncharacterized BNAC01G07530D" "BNAC01G07530D"
"106434578" "GO:0016036" "BP" "phosphate transporter PHO1 homolog 9-like" "cellular response to phosphate starvation" "BnaA02g29650D" "phosphate transporter PHO1 homolog 9-like" "LOC106434578"
"106434578" "GO:0006817" "BP" "phosphate transporter PHO1 homolog 9-like" "phosphate ion transport" "BnaA02g29650D" "phosphate transporter PHO1 homolog 9-like" "LOC106434578"
"106434586" "GO:0042545" "BP" "probable pectinesterase/pectinesterase inhibitor 25" "cell wall modification" "BnaA01g31480D" "probable pectinesterase/pectinesterase inhibitor 25" "LOC106434586"
"106434586" "GO:0045490" "BP" "probable pectinesterase/pectinesterase inhibitor 25" "pectin catabolic process" "BnaA01g31480D" "probable pectinesterase/pectinesterase inhibitor 25" "LOC106434586"
"106434673" "GO:0009626" "BP" "MACPF domain-containing protein At1g14780" "plant-type hypersensitive response" "BnaA09g45460D" "MACPF domain-containing protein At1g14780" "LOC106434673"
"106434673" "GO:2000031" "BP" "MACPF domain-containing protein At1g14780" "regulation of salicylic acid mediated signaling pathway" "BnaA09g45460D" "MACPF domain-containing protein At1g14780" "LOC106434673"
"106434782" "GO:0030154" "BP" "phytosulfokines 1" "cell differentiation" "BnaA09g46190D" "phytosulfokines 1" "LOC106434782"
"106434782" "GO:0008283" "BP" "phytosulfokines 1" "cell population proliferation" "BnaA09g46190D" "phytosulfokines 1" "LOC106434782"
"106434810" NA NA NA NA "BnaA08g02790D" "uncharacterized LOC106434810" "LOC106434810"
"106434993" "GO:0005975" "BP" "probable galactinol--sucrose galactosyltransferase 5" "carbohydrate metabolic process" "BnaC04g56100D" "probable galactinol--sucrose galactosyltransferase 5" "LOC106434993"
"106435081" NA NA NA NA "BnaA03g08250D" "calmodulin" "LOC106435081"
"106435142" NA NA NA NA "BnaC09g00770D" "thioredoxin M2, chloroplastic" "LOC106435142"
"106435178" NA NA NA NA "BnaC09g46270D" "histone H3.2" "LOC106435178"
"106435178" NA NA NA NA "BnaA10g21880D" "histone H3.2" "LOC106435178"
"106435271" "GO:0044249" "BP" "phytyl ester synthase 2, chloroplastic" "cellular biosynthetic process" "BnaC04g33170D" "phytyl ester synthase 2, chloroplastic" "LOC106435271"
"106435271" "GO:1901576" "BP" "phytyl ester synthase 2, chloroplastic" "organic substance biosynthetic process" "BnaC04g33170D" "phytyl ester synthase 2, chloroplastic" "LOC106435271"
"106435285" NA NA NA NA "BnaC03g75500D" "uncharacterized BNAC03G75500D" "BNAC03G75500D"
"106435292" "GO:0006833" "BP" "probable aquaporin TIP5-1" "water transport" "BnaCnng15220D" "probable aquaporin TIP5-1" "LOC106435292"
"106435350" "GO:0006357" "BP" "transcription factor bHLH122" "regulation of transcription by RNA polymerase II" "BnaC06g04380D" "transcription factor bHLH122" "LOC106435350"
"106435350" "GO:0006357" "BP" "transcription factor bHLH122" "regulation of transcription by RNA polymerase II" "BnaC06g04380D" "transcription factor bHLH122" "BnabHLH074"
"106435350" "GO:0006357" "BP" "transcription factor bHLH122" "regulation of transcription by RNA polymerase II" "BnaC06g04380D" "transcription factor bHLH122" "bHLH122-2"
"106435350" "GO:0006357" "BP" "transcription factor bHLH122" "regulation of transcription by RNA polymerase II" "BnaC06g04380D" "transcription factor bHLH122" "LOC106435350"
"106435350" "GO:0006357" "BP" "transcription factor bHLH122" "regulation of transcription by RNA polymerase II" "BnaC06g04380D" "transcription factor bHLH122" "BnabHLH074"
"106435350" "GO:0006357" "BP" "transcription factor bHLH122" "regulation of transcription by RNA polymerase II" "BnaC06g04380D" "transcription factor bHLH122" "bHLH122-2"
"106435350" "GO:0006357" "BP" "transcription factor bHLH122" "regulation of transcription by RNA polymerase II" "BnaC06g04380D" "transcription factor bHLH122" "LOC106435350"
"106435350" "GO:0006357" "BP" "transcription factor bHLH122" "regulation of transcription by RNA polymerase II" "BnaC06g04380D" "transcription factor bHLH122" "BnabHLH074"
"106435350" "GO:0006357" "BP" "transcription factor bHLH122" "regulation of transcription by RNA polymerase II" "BnaC06g04380D" "transcription factor bHLH122" "bHLH122-2"
"106435390" "GO:0006457" "BP" "T-complex protein 1 subunit theta" "protein folding" "BnaA05g37290D" "T-complex protein 1 subunit theta" "LOC106435390"
"106435405" NA NA NA NA "BnaC05g40820D" "uncharacterized BNAC05G40820D" "BNAC05G40820D"
"106435540" "GO:0035556" "BP" "calcium-dependent protein kinase 26" "intracellular signal transduction" "BnaA06g40890D" "calcium-dependent protein kinase 26" "LOC106435540"
"106435540" "GO:0018105" "BP" "calcium-dependent protein kinase 26" "peptidyl-serine phosphorylation" "BnaA06g40890D" "calcium-dependent protein kinase 26" "LOC106435540"
"106435540" "GO:0046777" "BP" "calcium-dependent protein kinase 26" "protein autophosphorylation" "BnaA06g40890D" "calcium-dependent protein kinase 26" "LOC106435540"
"106435603" NA NA NA NA "BnaC03g73200D" "protein SENESCENCE-ASSOCIATED GENE 21, mitochondrial" "LOC106435603"
"106435603" NA NA NA NA "BnaC03g73200D" "protein SENESCENCE-ASSOCIATED GENE 21, mitochondrial" "LEA3"
"106435622" NA NA NA NA "BnaCnng29090D" "lamin-like protein" "LOC106435622"
"106435834" NA NA NA NA "BnaA09g47460D" "F-box protein At2g32560" "LOC106435834"
"106435918" NA NA NA NA "BnaC03g44540D" "rhodanese-like domain-containing protein 4A, chloroplastic" "LOC106435918"
"106435967" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-3" "glutamine biosynthetic process" "BnaC05g35690D" "glutamine synthetase cytosolic isozyme 1-3" "GLN1.3"
"106435967" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-3" "glutamine biosynthetic process" "BnaC05g35690D" "glutamine synthetase cytosolic isozyme 1-3" "LOC106435967"
"106435967" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-3" "glutamine biosynthetic process" "BnaC05g35690D" "glutamine synthetase cytosolic isozyme 1-3" "GLN1.3"
"106435967" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-3" "glutamine biosynthetic process" "BnaC05g35690D" "glutamine synthetase cytosolic isozyme 1-3" "LOC106435967"
"106435986" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP20-1" "protein folding" "BnaAnng17350D" "peptidyl-prolyl cis-trans isomerase CYP20-1" "LOC106435986"
"106435986" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP20-1" "protein peptidyl-prolyl isomerization" "BnaAnng17350D" "peptidyl-prolyl cis-trans isomerase CYP20-1" "LOC106435986"
"106436034" "GO:0055072" "BP" "zinc finger protein BRUTUS" "iron ion homeostasis" "BnaC05g34990D" "zinc finger protein BRUTUS" "BNAC05G34990D"
"106436034" "GO:0016567" "BP" "zinc finger protein BRUTUS" "protein ubiquitination" "BnaC05g34990D" "zinc finger protein BRUTUS" "BNAC05G34990D"
"106436034" "GO:0006511" "BP" "zinc finger protein BRUTUS" "ubiquitin-dependent protein catabolic process" "BnaC05g34990D" "zinc finger protein BRUTUS" "BNAC05G34990D"
"106436081" NA NA NA NA "BnaC03g65570D" "probable BOI-related E3 ubiquitin-protein ligase 2" "LOC106436081"
"106436144" NA NA NA NA "BnaA04g29520D" "glutaredoxin-C13" "LOC106436144"
"106436189" NA NA NA NA "BnaA08g29190D" "GDSL esterase/lipase 22" "LOC106436189"
"106436220" NA NA NA NA "BnaC03g11650D" "histone H4" "LOC106436220"
"106436220" NA NA NA NA "BnaA04g16620D" "histone H4" "LOC106436220"
"106436220" NA NA NA NA "BnaA06g04320D" "histone H4" "LOC106436220"
"106436220" NA NA NA NA "BnaA03g09320D" "histone H4" "LOC106436220"
"106436220" NA NA NA NA "BnaA04g21530D" "histone H4" "LOC106436220"
"106436282" NA NA NA NA "BnaC03g29730D" "death-associated inhibitor of apoptosis 1" "LOC106436282"
"106436337" "GO:0002181" "BP" "60S ribosomal protein L31-3" "cytoplasmic translation" "BnaA03g10640D" "60S ribosomal protein L31-3" "LOC106436337"
"106436487" NA NA NA NA "BnaA05g14020D" "dormancy-associated protein homolog 4" "BNAA05G14020D"
"106437086" NA NA NA NA "BnaA10g21880D" "histone H3.2" "LOC106437086"
"106437086" NA NA NA NA "BnaC09g46270D" "histone H3.2" "LOC106437086"
"106437381" NA NA NA NA "BnaA04g21530D" "histone H4" "LOC106437381"
"106437381" NA NA NA NA "BnaA03g09320D" "histone H4" "LOC106437381"
"106437381" NA NA NA NA "BnaA04g16620D" "histone H4" "LOC106437381"
"106437381" NA NA NA NA "BnaA06g04320D" "histone H4" "LOC106437381"
"106437381" NA NA NA NA "BnaC03g11650D" "histone H4" "LOC106437381"
"106437469" "GO:0005975" "BP" "glucan endo-1,3-beta-glucosidase 5" "carbohydrate metabolic process" "BnaA01g17910D" "glucan endo-1,3-beta-glucosidase 5" "LOC106437469"
"106437533" NA NA NA NA "BnaC03g14740D" "stomatin-like protein 2, mitochondrial" "LOC106437533"
"106437571" "GO:0006749" "BP" "glutathione S-transferase F9" "glutathione metabolic process" "BnaC03g17110D" "glutathione S-transferase F9" "LOC106437571"
"106437571" "GO:0042221" "BP" "glutathione S-transferase F9" "response to chemical" "BnaC03g17110D" "glutathione S-transferase F9" "LOC106437571"
"106437640" "GO:0005975" "BP" "class V chitinase" "carbohydrate metabolic process" "BnaA01g34980D" "class V chitinase" "LOC106437640"
"106437640" "GO:0006032" "BP" "class V chitinase" "chitin catabolic process" "BnaA01g34980D" "class V chitinase" "LOC106437640"
"106437745" "GO:0006000" "BP" "probable fructokinase-1" "fructose metabolic process" "BnaC03g17470D" "probable fructokinase-1" "LOC106437745"
"106437745" "GO:0019252" "BP" "probable fructokinase-1" "starch biosynthetic process" "BnaC03g17470D" "probable fructokinase-1" "LOC106437745"
"106438000" "GO:0003333" "BP" "amino acid transporter AVT1A" "amino acid transmembrane transport" "BnaA03g19350D" "amino acid transporter AVT1A" "LOC106438000"
"106438010" NA NA NA NA "BnaA03g19280D" "cytochrome P450 98A3" "LOC106438010"
"106438345" NA NA NA NA "BnaA03g09320D" "histone H4" "LOC106438345"
"106438345" NA NA NA NA "BnaC03g11650D" "histone H4" "LOC106438345"
"106438345" NA NA NA NA "BnaA04g16620D" "histone H4" "LOC106438345"
"106438345" NA NA NA NA "BnaA06g04320D" "histone H4" "LOC106438345"
"106438345" NA NA NA NA "BnaA04g21530D" "histone H4" "LOC106438345"
"106438378" "GO:0034599" "BP" "peptide methionine sulfoxide reductase A2" "cellular response to oxidative stress" "BnaC09g47880D" "peptide methionine sulfoxide reductase A2" "LOC106438378"
"106438547" NA NA NA NA "BnaA01g03330D" "costars family protein ST45-2" "LOC106438547"
"106438559" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaA03g50690D" "40S ribosomal protein S29" "LOC106438559"
"106438559" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaC01g04410D" "40S ribosomal protein S29" "LOC106438559"
"106438559" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaA03g50690D" "40S ribosomal protein S29" "LOC106438559"
"106438559" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaC01g04410D" "40S ribosomal protein S29" "LOC106438559"
"106438974" "GO:0000462" "BP" "40S ribosomal protein S16-3" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA03g57330D" "40S ribosomal protein S16-3" "LOC106438974"
"106438974" "GO:0006412" "BP" "40S ribosomal protein S16-3" "translation" "BnaA03g57330D" "40S ribosomal protein S16-3" "LOC106438974"
"106439033" "GO:0006508" "BP" "protease 2" "proteolysis" "BnaA08g02180D" "protease 2" "LOC106439033"
"106439300" "GO:0050832" "BP" "defensin-like protein 1" "defense response to fungus" "BnaC07g21510D" "defensin-like protein 1" "def7"
"106439300" "GO:0050832" "BP" "defensin-like protein 1" "defense response to fungus" "BnaC07g21510D" "defensin-like protein 1" "LOC106439300"
"106439300" "GO:0050832" "BP" "defensin-like protein 1" "defense response to fungus" "BnaC07g21510D" "defensin-like protein 1" "defensin"
"106439300" "GO:0031640" "BP" "defensin-like protein 1" "killing of cells of another organism" "BnaC07g21510D" "defensin-like protein 1" "def7"
"106439300" "GO:0031640" "BP" "defensin-like protein 1" "killing of cells of another organism" "BnaC07g21510D" "defensin-like protein 1" "LOC106439300"
"106439300" "GO:0031640" "BP" "defensin-like protein 1" "killing of cells of another organism" "BnaC07g21510D" "defensin-like protein 1" "defensin"
"106439300" "GO:0050832" "BP" "defensin-like protein 1" "defense response to fungus" "BnaC07g21510D" "defensin-like protein 1" "def7"
"106439300" "GO:0050832" "BP" "defensin-like protein 1" "defense response to fungus" "BnaC07g21510D" "defensin-like protein 1" "LOC106439300"
"106439300" "GO:0050832" "BP" "defensin-like protein 1" "defense response to fungus" "BnaC07g21510D" "defensin-like protein 1" "defensin"
"106439300" "GO:0031640" "BP" "defensin-like protein 1" "killing of cells of another organism" "BnaC07g21510D" "defensin-like protein 1" "def7"
"106439300" "GO:0031640" "BP" "defensin-like protein 1" "killing of cells of another organism" "BnaC07g21510D" "defensin-like protein 1" "LOC106439300"
"106439300" "GO:0031640" "BP" "defensin-like protein 1" "killing of cells of another organism" "BnaC07g21510D" "defensin-like protein 1" "defensin"
"106439300" "GO:0050832" "BP" "defensin-like protein 1" "defense response to fungus" "BnaC07g21510D" "defensin-like protein 1" "def7"
"106439300" "GO:0050832" "BP" "defensin-like protein 1" "defense response to fungus" "BnaC07g21510D" "defensin-like protein 1" "LOC106439300"
"106439300" "GO:0050832" "BP" "defensin-like protein 1" "defense response to fungus" "BnaC07g21510D" "defensin-like protein 1" "defensin"
"106439300" "GO:0031640" "BP" "defensin-like protein 1" "killing of cells of another organism" "BnaC07g21510D" "defensin-like protein 1" "def7"
"106439300" "GO:0031640" "BP" "defensin-like protein 1" "killing of cells of another organism" "BnaC07g21510D" "defensin-like protein 1" "LOC106439300"
"106439300" "GO:0031640" "BP" "defensin-like protein 1" "killing of cells of another organism" "BnaC07g21510D" "defensin-like protein 1" "defensin"
"106439345" NA NA NA NA "BnaCnng19230D" "uncharacterized BNACNNG19230D" "BNACNNG19230D"
"106439869" "GO:0009834" "BP" "protein IRX15-LIKE-like" "plant-type secondary cell wall biogenesis" "BnaA09g16720D" "protein IRX15-LIKE-like" "LOC106439869"
"106439869" "GO:0045492" "BP" "protein IRX15-LIKE-like" "xylan biosynthetic process" "BnaA09g16720D" "protein IRX15-LIKE-like" "LOC106439869"
"106439985" "GO:0006397" "BP" "pinin" "mRNA processing" "BnaC05g11480D" "pinin" "LOC106439985"
"106439985" "GO:0008380" "BP" "pinin" "RNA splicing" "BnaC05g11480D" "pinin" "LOC106439985"
"106440095" "GO:0006869" "BP" "non-specific lipid-transfer protein 12" "lipid transport" "BnaC07g32300D" "non-specific lipid-transfer protein 12" "LOC106440095"
"106440103" NA NA NA NA "BnaC07g32220D" "protein IQ-DOMAIN 20" "LOC106440103"
"106440117" NA NA NA NA "BnaC07g32050D" "protein FMP32, mitochondrial" "LOC106440117"
"106440193" "GO:0006412" "BP" "60S ribosomal protein L32-1" "translation" "BnaC07g35100D" "60S ribosomal protein L32-1" "LOC106440193"
"106440430" NA NA NA NA "BnaA03g58510D" "ADP-ribosylation factor GTPase-activating protein AGD12" "LOC106440430"
"106440497" "GO:0006468" "BP" "mitogen-activated protein kinase kinase kinase 17-like" "protein phosphorylation" "BnaC04g12300D" "mitogen-activated protein kinase kinase kinase 17-like" "LOC106440497"
"106440497" "GO:0007165" "BP" "mitogen-activated protein kinase kinase kinase 17-like" "signal transduction" "BnaC04g12300D" "mitogen-activated protein kinase kinase kinase 17-like" "LOC106440497"
"106440617" "GO:0005975" "BP" "beta-galactosidase 1" "carbohydrate metabolic process" "BnaC05g39570D" "beta-galactosidase 1" "LOC106440617"
"106440927" "GO:0003333" "BP" "probable GABA transporter 2" "amino acid transmembrane transport" "BnaUnng00280D" "probable GABA transporter 2" "LOC106440927"
"106440959" NA NA NA NA "BnaA03g48600D" "uncharacterized BNAA03G48600D" "BNAA03G48600D"
"106441042" "GO:0042546" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "cell wall biogenesis" "BnaA03g50060D" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "LOC106441042"
"106441042" "GO:0071555" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "cell wall organization" "BnaA03g50060D" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "LOC106441042"
"106441042" "GO:0010411" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "xyloglucan metabolic process" "BnaA03g50060D" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "LOC106441042"
"106441136" "GO:0019441" "BP" "cyclase-like protein 1" "tryptophan catabolic process to kynurenine" "BnaA03g50940D" "cyclase-like protein 1" "LOC106441136"
"106441152" "GO:0006412" "BP" "40S ribosomal protein S29-like" "translation" "BnaC01g04410D" "40S ribosomal protein S29-like" "LOC106441152"
"106441152" "GO:0006412" "BP" "40S ribosomal protein S29-like" "translation" "BnaA03g50690D" "40S ribosomal protein S29-like" "LOC106441152"
"106441152" "GO:0006412" "BP" "40S ribosomal protein S29-like" "translation" "BnaC01g04410D" "40S ribosomal protein S29-like" "LOC106441152"
"106441152" "GO:0006412" "BP" "40S ribosomal protein S29-like" "translation" "BnaA03g50690D" "40S ribosomal protein S29-like" "LOC106441152"
"106441244" "GO:0009755" "BP" "LRR receptor-like serine/threonine-protein kinase HSL2" "hormone-mediated signaling pathway" "BnaA09g07170D" "LRR receptor-like serine/threonine-protein kinase HSL2" "LOC106441244"
"106441244" "GO:0006468" "BP" "LRR receptor-like serine/threonine-protein kinase HSL2" "protein phosphorylation" "BnaA09g07170D" "LRR receptor-like serine/threonine-protein kinase HSL2" "LOC106441244"
"106441245" "GO:0009734" "BP" "auxin-responsive protein IAA9" "auxin-activated signaling pathway" "BnaA09g07160D" "auxin-responsive protein IAA9" "LOC106441245"
"106441245" "GO:0006355" "BP" "auxin-responsive protein IAA9" "regulation of DNA-templated transcription" "BnaA09g07160D" "auxin-responsive protein IAA9" "LOC106441245"
"106441250" "GO:0008104" "BP" "14-3-3-like protein GF14 kappa" "protein localization" "BnaA09g52470D" "14-3-3-like protein GF14 kappa" "LOC106441250"
"106441250" "GO:0007165" "BP" "14-3-3-like protein GF14 kappa" "signal transduction" "BnaA09g52470D" "14-3-3-like protein GF14 kappa" "LOC106441250"
"106441254" NA NA NA NA "BnaA10g21880D" "histone H3.2" "LOC106441254"
"106441254" NA NA NA NA "BnaC09g46270D" "histone H3.2" "LOC106441254"
"106442949" NA NA NA NA "BnaA03g00390D" "trihelix transcription factor GT-3a" "LOC106442949"
"106442975" "GO:0016132" "BP" "cytochrome P450 90A1" "brassinosteroid biosynthetic process" "BnaA03g01680D" "cytochrome P450 90A1" "LOC106442975"
"106442975" "GO:0010268" "BP" "cytochrome P450 90A1" "brassinosteroid homeostasis" "BnaA03g01680D" "cytochrome P450 90A1" "LOC106442975"
"106442975" "GO:0016125" "BP" "cytochrome P450 90A1" "sterol metabolic process" "BnaA03g01680D" "cytochrome P450 90A1" "LOC106442975"
"106442978" "GO:0042744" "BP" "peroxidase 52-like" "hydrogen peroxide catabolic process" "BnaA03g55260D" "peroxidase 52-like" "LOC106442978"
"106442978" "GO:0006979" "BP" "peroxidase 52-like" "response to oxidative stress" "BnaA03g55260D" "peroxidase 52-like" "LOC106442978"
"106443014" NA NA NA NA "BnaA03g00540D" "uncharacterized BNAA03G00540D" "BNAA03G00540D"
"106443218" "GO:0043086" "BP" "pectinesterase inhibitor 3" "negative regulation of catalytic activity" "BnaCnng76140D" "pectinesterase inhibitor 3" "LOC106443218"
"106443536" "GO:0006869" "BP" "non-specific lipid-transfer protein 12-like" "lipid transport" "BnaA01g19360D" "non-specific lipid-transfer protein 12-like" "LOC106443536"
"106443544" "GO:0009627" "BP" "EG45-like domain containing protein 2" "systemic acquired resistance" "BnaCnng71940D" "EG45-like domain containing protein 2" "LOC106443544"
"106443574" NA NA NA NA "BnaA03g19080D" "uncharacterized BNAA03G19080D" "BNAA03G19080D"
"106443622" "GO:0006401" "BP" "ribonuclease 1" "RNA catabolic process" "BnaA02g26660D" "ribonuclease 1" "LOC106443622"
"106443691" "GO:0009908" "BP" "gibberellin 20 oxidase 4" "flower development" "BnaAnng19660D" "gibberellin 20 oxidase 4" "LOC106443691"
"106443691" "GO:0009686" "BP" "gibberellin 20 oxidase 4" "gibberellin biosynthetic process" "BnaAnng19660D" "gibberellin 20 oxidase 4" "LOC106443691"
"106443691" "GO:0009416" "BP" "gibberellin 20 oxidase 4" "response to light stimulus" "BnaAnng19660D" "gibberellin 20 oxidase 4" "LOC106443691"
"106443691" "GO:0009826" "BP" "gibberellin 20 oxidase 4" "unidimensional cell growth" "BnaAnng19660D" "gibberellin 20 oxidase 4" "LOC106443691"
"106444176" NA NA NA NA "BnaA03g36370D" "CSC1-like protein At3g21620" "LOC106444176"
"106444268" NA NA NA NA "BnaC02g42230D" "sugar transport protein 11" "LOC106444268"
"106444614" NA NA NA NA "BnaA03g47300D" "uncharacterized LOC106444614" "LOC106444614"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
